analysis	gene_id	gene_description	taxa_id	correlation	p_value	fdr	abs_correlation	entrez_id	go_terms	kegg_pathways	analysis_group
All_Treatments	acsl6	acyl-CoA synthetase long chain family member 6	Devosia	0.6351207521401222	0.01898101898101898	0.04757147614290472	0.6351207521401222	566863	NA	NA	00_All_Treatments
All_Treatments	actr3	actin related protein 3	Devosia	0.6122285208075833	0.04195804195804196	0.07111532535261349	0.6122285208075833	406250	NA	NA	00_All_Treatments
All_Treatments	adap2	ArfGAP with dual PH domains 2	Fluviicola	-0.6132137111151732	0.002997002997002997	0.023053869207715363	0.6132137111151732	100331455	NA	NA	00_All_Treatments
All_Treatments	adgrg3	adhesion G protein-coupled receptor G3	Devosia	0.7328684831383628	0.017982017982017984	0.04757147614290472	0.7328684831383628	799479	NA	NA	00_All_Treatments
All_Treatments	admb	adrenomedullin b	Crenobacter	-0.5108893373778679	0.06993006993006994	0.07946598855689765	0.5108893373778679	570100	NA	NA	00_All_Treatments
All_Treatments	adnpa	activity-dependent neuroprotector homeobox a	Acinetobacter	0.662770688776018	0.004995004995004995	0.021717413021760848	0.662770688776018	564637	NA	NA	00_All_Treatments
All_Treatments	adpgk	ADP-dependent glucokinase	Bosea	-0.8362376928166786	0.012987012987012988	0.031675641431738996	0.8362376928166786	557919	NA	NA	00_All_Treatments
All_Treatments	adpgk	ADP-dependent glucokinase	Gemmobacter	-0.780407269068334	0.058941058941058944	0.08074117663158759	0.780407269068334	557919	NA	NA	00_All_Treatments
All_Treatments	agtr1b	angiotensin II receptor, type 1b	Nocardia	0.672116987787882	9.99000999000999e-4	0.016650016650016652	0.672116987787882	100333455	NA	NA	00_All_Treatments
All_Treatments	aldh18a1	aldehyde dehydrogenase 18 family, member A1	Culicoidibacter	-0.4417196155900891	0.024975024975024976	0.04802889418274034	0.4417196155900891	557186	NA	NA	00_All_Treatments
All_Treatments	alg8	ALG8 alpha-1,3-glucosyltransferase	Rubrivivax	0.6197481647980002	9.99000999000999e-4	0.003842311534619227	0.6197481647980002	327601	NA	NA	00_All_Treatments
All_Treatments	ampd2a	adenosine monophosphate deaminase 2a	Culicoidibacter	0.7475451623023929	0.03896103896103896	0.06714596878531305	0.7475451623023929	100330772	NA	NA	00_All_Treatments
All_Treatments	ankdd1a	ankyrin repeat and death domain containing 1A	Gemmobacter	-0.3714159505169422	0.024975024975024976	0.029382382323558796	0.3714159505169422	569271	NA	NA	00_All_Treatments
All_Treatments	ankhb	ANKH inorganic pyrophosphate transport regulator b	Plesiomonas	-0.32486694530352805	0.026973026973026972	0.05827505827505828	0.32486694530352805	323738	NA	NA	00_All_Treatments
All_Treatments	ankrd9	ankyrin repeat domain 9	Chitinilyticum	0.8893451551279157	0.003996003996003996	0.01998001998001998	0.8893451551279157	492328	NA	NA	00_All_Treatments
All_Treatments	ano5a	anoctamin 5a	Culicoidibacter	0.7650085804188579	0.026973026973026972	0.055046993822504026	0.7650085804188579	100534737	NA	NA	00_All_Treatments
All_Treatments	anos1	anos1	Pirellula	-0.695240597370875	0.004995004995004995	0.021717413021760848	0.695240597370875	NA	NA	NA	00_All_Treatments
All_Treatments	anos1	anos1	Plesiomonas	-0.28749407888319606	0.055944055944055944	0.07265461810916356	0.28749407888319606	NA	NA	NA	00_All_Treatments
All_Treatments	anxa5b	annexin A5b	Culicoidibacter	-0.37956639307261497	0.012987012987012988	0.043290043290043295	0.37956639307261497	337132	NA	NA	00_All_Treatments
All_Treatments	aqp10b	aquaporin 10b	Culicoidibacter	0.5545774145060031	0.052947052947052944	0.08145700453392761	0.5545774145060031	100034395	NA	NA	00_All_Treatments
All_Treatments	arglu1a	arginine and glutamate rich 1a	Bosea	-0.8830877390420798	9.99000999000999e-4	0.01762942939413528	0.8830877390420798	406834	NA	NA	00_All_Treatments
All_Treatments	arid3b	AT-rich interactive domain 3B	Vogesella	0.7669875569540936	0.04095904095904096	0.07111532535261349	0.7669875569540936	571249	NA	NA	00_All_Treatments
All_Treatments	armc7	armadillo repeat containing 7	Paenirhodobacter	-0.3574088892838318	0.005994005994005994	0.03525885878827056	0.3574088892838318	767659	NA	NA	00_All_Treatments
All_Treatments	arpc4l	actin related protein 2/3 complex, subunit 4, like	Tundrisphaera	-0.6546201569119688	0.07492507492507493	0.08919651776794635	0.6546201569119688	445305	NA	NA	00_All_Treatments
All_Treatments	arpp19b	cAMP-regulated phosphoprotein 19b	Culicoidibacter	-0.5224059077050748	0.03396603396603397	0.05307192807192807	0.5224059077050748	393947	NA	NA	00_All_Treatments
All_Treatments	asb5b	ankyrin repeat and SOCS box containing 5b	Plesiomonas	-0.5329292641339501	0.006993006993006993	0.02913752913752914	0.5329292641339501	550449	NA	NA	00_All_Treatments
All_Treatments	asz1	ankyrin repeat, SAM and basic leucine zipper domain containing 1	Aquihabitans	-0.5852657097384508	0.001998001998001998	0.018163654527290893	0.5852657097384508	572911	NA	NA	00_All_Treatments
All_Treatments	atf5a	activating transcription factor 5a	Paenirhodobacter	0.7343918445913197	0.006993006993006993	0.030404378230465184	0.7343918445913197	566223	NA	NA	00_All_Treatments
All_Treatments	atox1	antioxidant 1 copper chaperone	Bosea	-0.789107518809386	9.99000999000999e-4	0.016650016650016652	0.789107518809386	558347	NA	NA	00_All_Treatments
All_Treatments	aurkb	aurora kinase B	Agitococcus	-0.48694609042803894	0.04995004995004995	0.0999000999000999	0.48694609042803894	791894	NA	NA	00_All_Treatments
All_Treatments	b9d2	B9 domain containing 2	Bosea	-0.6844727088538746	0.006993006993006993	0.010437323870159691	0.6844727088538746	436667	NA	NA	00_All_Treatments
All_Treatments	batf	basic leucine zipper transcription factor, ATF-like	Chryseotalea	-0.40254481496893574	0.017982017982017984	0.0561938061938062	0.40254481496893574	564589	NA	NA	00_All_Treatments
All_Treatments	bbc3	BCL2 binding component 3	Cloacibacterium	-0.8350258847195164	0.001998001998001998	0.018163654527290893	0.8350258847195164	751763	NA	NA	00_All_Treatments
All_Treatments	bcl2l13	BCL2 like 13	Agitococcus	-0.5901291244697597	0.03296703296703297	0.0891000891000891	0.5901291244697597	559355	NA	NA	00_All_Treatments
All_Treatments	bdh1	3-hydroxybutyrate dehydrogenase, type 1	Culicoidibacter	0.7652652380394714	0.055944055944055944	0.07459207459207459	0.7652652380394714	100037356	NA	NA	00_All_Treatments
All_Treatments	bend3	BEN domain containing 3	Ensifer	0.8326472057823182	0.02197802197802198	0.047778308647873864	0.8326472057823182	565716	nucleus organization	NA	00_All_Treatments
All_Treatments	blnk	B cell linker	Reyranella	-0.3671736854962081	0.03696303696303696	0.06600542314828028	0.3671736854962081	405764	NA	NA	00_All_Treatments
All_Treatments	bmb	brambleberry	Nocardia	0.5915251202008136	0.001998001998001998	0.024975024975024976	0.5915251202008136	559540	nucleus organization; nuclear envelope organization	NA	00_All_Treatments
All_Treatments	btr31	bloodthirsty-related gene family, member 31	Tundrisphaera	-0.5851214395257478	0.07492507492507493	0.08919651776794635	0.5851214395257478	555877	NA	NA	00_All_Treatments
All_Treatments	cacna1ba	calcium channel, voltage-dependent, N type, alpha 1B subunit, a	Acinetobacter	0.5047514564288028	0.06293706293706294	0.08991008991008992	0.5047514564288028	555941	NA	NA	00_All_Treatments
All_Treatments	calm2b	calmodulin 2b, (phosphorylase kinase, delta)	Gemmobacter	-0.7221178368545054	0.04695304695304695	0.07336413586413586	0.7221178368545054	192322	NA	NA	00_All_Treatments
All_Treatments	capn2b	calpain 2, (m/II) large subunit b	Plesiomonas	-0.371039378402274	0.03696303696303696	0.06600542314828028	0.371039378402274	563053	NA	NA	00_All_Treatments
All_Treatments	capn7	calpain 7	Devosia	0.6198433251126674	0.026973026973026972	0.055046993822504026	0.6198433251126674	556792	NA	NA	00_All_Treatments
All_Treatments	capza1b	capping actin protein of muscle Z-line subunit alpha 1b	Tundrisphaera	-0.6552561559272059	0.057942057942057944	0.08047508047508048	0.6552561559272059	474327	NA	NA	00_All_Treatments
All_Treatments	card19	caspase recruitment domain family, member 19	Bosea	-0.8032335767722474	0.011988011988011988	0.0315473999684526	0.8032335767722474	557314	NA	NA	00_All_Treatments
All_Treatments	card19	caspase recruitment domain family, member 19	Tundrisphaera	-0.7233092791571996	0.07292707292707293	0.08919651776794635	0.7233092791571996	557314	NA	NA	00_All_Treatments
All_Treatments	casp22	caspase 22, apoptosis-related cysteine peptidase	Tundrisphaera	-0.57686653416428	0.011988011988011988	0.0315473999684526	0.57686653416428	561021	NA	NA	00_All_Treatments
All_Treatments	casp6a	caspase 6, apoptosis-related cysteine peptidase a	Polymorphobacter	0.8308920175910003	0.03796203796203796	0.0426539752382449	0.8308920175910003	552927	NA	NA	00_All_Treatments
All_Treatments	casp6b.1	caspase 6b.1, apoptosis-related cysteine peptidase	Polymorphobacter	0.683674636209642	9.99000999000999e-4	0.003842311534619227	0.683674636209642	791531	NA	NA	00_All_Treatments
All_Treatments	casp8	caspase 8, apoptosis-related cysteine peptidase	Polymorphobacter	0.6720603544292489	0.017982017982017984	0.0222000222000222	0.6720603544292489	58022	NA	NA	00_All_Treatments
All_Treatments	cbfb	core-binding factor subunit beta	Vibrio	0.6365260985247713	0.002997002997002997	0.01362274089546817	0.6365260985247713	30744	NA	NA	00_All_Treatments
All_Treatments	cblc	Cbl proto-oncogene C, E3 ubiquitin protein ligase	Pirellula	-0.7191564095555402	0.024975024975024976	0.05808145343029064	0.7191564095555402	565383	NA	NA	00_All_Treatments
All_Treatments	cbln7	cerebellin 7	Rhizobium	-0.617224878856402	0.00999000999000999	0.04540913631822723	0.617224878856402	100001998	NA	NA	00_All_Treatments
All_Treatments	cbsb	cystathionine beta-synthase b	Telmatocola	-0.656470557771892	0.005994005994005994	0.037462537462537464	0.656470557771892	266987	NA	NA	00_All_Treatments
All_Treatments	ccdc134	coiled-coil domain containing 134	Dinghuibacter	0.7858813879974833	0.007992007992007992	0.03196803196803197	0.7858813879974833	571638	NA	NA	00_All_Treatments
All_Treatments	ccdc141	coiled-coil domain containing 141	Gemmobacter	0.27959633324460836	0.04195804195804196	0.07111532535261349	0.27959633324460836	553274	NA	NA	00_All_Treatments
All_Treatments	ccdc85ca	coiled-coil domain containing 85C, a	Chitinilyticum	0.8448347803750333	0.002997002997002997	0.01762942939413528	0.8448347803750333	751667	NA	NA	00_All_Treatments
All_Treatments	ccnb3	cyclin B3	Shewanella	0.6559171202656642	0.03996003996003996	0.09746351209765844	0.6559171202656642	767751	NA	NA	00_All_Treatments
All_Treatments	ccnj	cyclin J	Gemmobacter	-0.45109286929932324	0.01998001998001998	0.0555000555000555	0.45109286929932324	557593	NA	NA	00_All_Treatments
All_Treatments	cd74a	CD74 molecule, major histocompatibility complex, class II invariant chain a	Tundrisphaera	-0.6058988662563893	0.03396603396603397	0.0595895332737438	0.6058988662563893	58113	NA	NA	00_All_Treatments
All_Treatments	cdca7b	cell division cycle associated 7b	Agitococcus	-0.4052777710397683	0.04495504495504495	0.09772835859792381	0.4052777710397683	572007	NA	NA	00_All_Treatments
All_Treatments	cdcp1b	CUB domain containing protein 1b	Ensifer	0.7532076896309017	0.030969030969030968	0.056307329034601755	0.7532076896309017	560859	NA	NA	00_All_Treatments
All_Treatments	cdk10	cyclin dependent kinase 10	Culicoidibacter	-0.5190881445540785	0.011988011988011988	0.043290043290043295	0.5190881445540785	550285	NA	NA	00_All_Treatments
All_Treatments	cep128	centrosomal protein 128	Vogesella	0.7613072076640935	0.06693306693306693	0.09296259296259295	0.7613072076640935	100037385	NA	NA	00_All_Treatments
All_Treatments	chchd4a	coiled-coil-helix-coiled-coil-helix domain containing 4a	Legionella	-0.5764620509965941	0.004995004995004995	0.008188532778696713	0.5764620509965941	445144	NA	NA	00_All_Treatments
All_Treatments	chchd5	coiled-coil-helix-coiled-coil-helix domain containing 5	Cloacibacterium	-0.6834440330217054	0.004995004995004995	0.021717413021760848	0.6834440330217054	100000646	NA	NA	00_All_Treatments
All_Treatments	chia.3	chitinase, acidic.3	Vibrio	-0.3964797577925372	0.00999000999000999	0.030272757545484818	0.3964797577925372	406819	NA	NA	00_All_Treatments
All_Treatments	chmp2a	charged multivesicular body protein 2A	Fluviicola	-0.48359745384699065	0.002997002997002997	0.023053869207715363	0.48359745384699065	798901	nucleus organization; nuclear envelope organization	NA	00_All_Treatments
All_Treatments	ciartb	ciartb	Chitinilyticum	0.4228861939915981	0.001998001998001998	0.018163654527290893	0.4228861939915981	NA	NA	NA	00_All_Treatments
All_Treatments	cipca	CLOCK-interacting pacemaker a	Elstera	-0.5613600431533988	0.061938061938061936	0.07404360345536817	0.5613600431533988	100535864	NA	NA	00_All_Treatments
All_Treatments	cited4a	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4a	Chitinilyticum	0.4582417656254947	0.002997002997002997	0.018731268731268732	0.4582417656254947	562291	NA	NA	00_All_Treatments
All_Treatments	ckbb	creatine kinase, brain b	Polymorphobacter	0.5351082764889048	9.99000999000999e-4	0.003842311534619227	0.5351082764889048	140744	NA	NA	00_All_Treatments
All_Treatments	cldn5b	claudin 5b	Culicoidibacter	-0.6431898900559352	0.052947052947052944	0.08145700453392761	0.6431898900559352	450023	NA	NA	00_All_Treatments
All_Treatments	cltrn	collectrin, amino acid transport regulator	Plesiomonas	-0.26080376497106594	0.06593406593406594	0.07578628268283441	0.26080376497106594	402976	NA	NA	00_All_Treatments
