Sample	salmon-percent_mapped	salmon-num_mapped	salmon-library_types	salmon-compatible_fragment_ratio	salmon-strand_mapping_bias	fastqc_raw-percent_duplicates	fastqc_raw-percent_gc	fastqc_raw-avg_sequence_length	fastqc_raw-median_sequence_length	fastqc_raw-percent_fails	fastqc_raw-total_sequences	cutadapt-percent_trimmed	fastqc_trimmed-percent_duplicates	fastqc_trimmed-percent_gc	fastqc_trimmed-avg_sequence_length	fastqc_trimmed-median_sequence_length	fastqc_trimmed-percent_fails	fastqc_trimmed-total_sequences
TS047_RoL_RNA_377_2						76.70392500966591	47.0	101.0	101	27.27272727272727	24.087840999999997	1.3249033151638456	76.78279620052066	47.0	99.51517090633952	100	27.27272727272727	24.069820999999997
TS047_RoL_RNA_381	85.36668540709285	21.56591	ISR	100.0	0.0													
TS047_RoL_RNA_381_1						72.9152524940934	45.0	101.0	101	27.27272727272727	25.280672	1.2248623598437747	72.93303788607417	45.0	99.56433122665504	100	18.181818181818183	25.262677
TS047_RoL_RNA_381_2						72.74598340135887	45.0	101.0	101	27.27272727272727	25.280672	1.329211713459779	72.81297786476777	45.0	99.51879899743008	100	27.27272727272727	25.262677
TS047_RoL_RNA_407	92.73395268339674	28.398381999999998	ISR	100.0	0.0													
TS047_RoL_RNA_407_1						83.5439199408025	46.0	101.0	101	9.090909090909092	30.645301999999997	1.098731428251011	83.56493444575048	47.0	99.68149702026221	100	18.181818181818183	30.6235
TS047_RoL_RNA_407_2						83.94600249849405	47.0	101.0	101	18.181818181818183	30.645301999999997	1.210300836763343	84.0092570350129	47.0	99.63241745718157	100	18.181818181818183	30.6235
TS047_RoL_RNA_412	88.15257459196837	23.058753	ISR	100.0	0.0													
TS047_RoL_RNA_412_1						75.2243116411481	46.0	101.0	101	9.090909090909092	26.174889999999998	1.063375798502131	75.23352243427657	46.0	99.71744616208962	100	18.181818181818183	26.157776
TS047_RoL_RNA_412_2						75.25188765867078	46.0	101.0	101	27.27272727272727	26.174889999999998	1.1678404019809039	75.31228085959484	46.0	99.66884837610047	100	27.27272727272727	26.157776
TS047_RoL_RNA_439	84.56796456054208	20.501459	ISR	100.0	0.0													
TS047_RoL_RNA_439_1						72.96214816196903	45.0	101.0	101	27.27272727272727	24.261449	1.2835598884583204	72.96727575128699	45.0	99.50581551066567	100	27.27272727272727	24.242583
TS047_RoL_RNA_439_2						73.12050144570625	45.0	101.0	101	36.36363636363637	24.261449	1.4036254849746146	73.17920286360963	45.0	99.44865081002301	100	36.36363636363637	24.242583
TS047_RoL_RNA_442	87.78574703981214	25.495841	ISR	100.0	0.0													
TS047_RoL_RNA_442_1						73.03565561111101	46.0	101.0	101	18.181818181818183	29.065383999999998	1.0808742028791445	73.04927873281403	46.0	99.70341244084943	100	18.181818181818183	29.043257999999998
TS047_RoL_RNA_442_2						72.80646352319512	46.0	101.0	101	18.181818181818183	29.065383999999998	1.200939145539676	72.88020643446018	46.0	99.64703240249423	100	18.181818181818183	29.043257999999998
TS047_RoL_RNA_46	95.20193074172884	24.484222	ISR	100.0	0.0													
TS047_RoL_RNA_468	85.77597880916484	23.404626	ISR	100.0	0.0													
TS047_RoL_RNA_468_1						71.47957870061084	45.0	101.0	101	9.090909090909092	27.304091999999997	1.1518908833688863	71.50006308043223	45.0	99.63338621562208	100	18.181818181818183	27.285757999999998
TS047_RoL_RNA_468_2						71.45391258465558	45.0	101.0	101	18.181818181818183	27.304091999999997	1.25392411532823	71.51173767889978	45.0	99.58744173425565	100	18.181818181818183	27.285757999999998
TS047_RoL_RNA_469	89.28169490395132	27.472465	ISR	100.0	0.0													
TS047_RoL_RNA_469_1						76.6662511019446	46.0	101.0	101	9.090909090909092	30.795561	1.139457812580762	76.68327337708325	47.0	99.64294188994891	100	18.181818181818183	30.770546
TS047_RoL_RNA_469_2						76.64722553157759	47.0	101.0	101	18.181818181818183	30.795561	1.2644252253893293	76.72374654614173	47.0	99.58463860212295	100	18.181818181818183	30.770546
TS047_RoL_RNA_46_1						87.68827341049254	47.0	101.0	101	9.090909090909092	25.735454999999998	1.3489798373873747	87.70076643624607	47.0	99.43348892743228	100	18.181818181818183	25.718199
TS047_RoL_RNA_46_2						87.6074588329044	47.0	101.0	101	18.181818181818183	25.735454999999998	1.4423650482215764	87.64879345686705	47.0	99.39562834473752	100	18.181818181818183	25.718199
TS047_RoL_RNA_477	86.3678216559055	24.508101	ISR	100.0	0.0													
TS047_RoL_RNA_477_1						68.12443105610919	46.0	101.0	101	18.181818181818183	28.397378	1.1109836887890225	68.13134690826712	46.0	99.67238273769924	100	18.181818181818183	28.376426
TS047_RoL_RNA_477_2						68.17954015311619	46.0	101.0	101	18.181818181818183	28.397378	1.2332978330772386	68.23592560408571	46.0	99.61172936295783	100	18.181818181818183	28.376426
TS047_RoL_RNA_478	86.5719265408458	24.89133	ISR	100.0	0.0													
TS047_RoL_RNA_478_1						72.47009752901052	46.0	101.0	101	9.090909090909092	28.773077999999998	1.1362837576194946	72.4841817535593	46.0	99.64944020275877	100	18.181818181818183	28.752195999999998
TS047_RoL_RNA_478_2						72.37200468637248	46.0	101.0	101	18.181818181818183	28.773077999999998	1.24555046881252	72.43992850649543	46.0	99.59754093217784	100	18.181818181818183	28.752195999999998
TS047_RoL_RNA_498	85.85653361136912	24.020267	ISR	100.0	0.0													
TS047_RoL_RNA_498_1						70.10538840604826	46.0	101.0	101	9.090909090909092	27.997372	1.1515573039434481	70.10989178981254	46.0	99.6321878893235	100	18.181818181818183	27.977214999999998
TS047_RoL_RNA_498_2						70.24119302536249	46.0	101.0	101	18.181818181818183	27.997372	1.2673448687460473	70.31097801756918	46.0	99.5768380626878	100	18.181818181818183	27.977214999999998
TS047_RoL_RNA_500	88.31781253256904	24.803677	ISR	100.0	0.0													
TS047_RoL_RNA_500_1						73.13986785375235	46.0	101.0	101	9.090909090909092	28.102107999999998	1.0627294444873097	73.15323070599088	46.0	99.71662611236798	100	27.27272727272727	28.084569
TS047_RoL_RNA_500_2						72.89748155071973	46.0	101.0	101	27.27272727272727	28.102107999999998	1.165609574150589	72.93940354976436	46.0	99.66946726154139	100	27.27272727272727	28.084569
TS047_RoL_RNA_502	83.99824309714438	21.281368999999998	ISR	100.0	0.0													
TS047_RoL_RNA_502_1						68.8204879451936	45.0	101.0	101	9.090909090909092	25.354612	0.733236100465003	68.8274931061608	45.0	100.04976546144178	100	18.181818181818183	25.335493
TS047_RoL_RNA_502_2						68.9479296847917	45.0	101.0	101	27.27272727272727	25.354612	0.8613954543951403	69.01487873407045	45.0	99.98742872301715	100	27.27272727272727	25.335493
TS047_RoL_RNA_506	87.80651033991188	25.209429999999998	ISR	100.0	0.0													
TS047_RoL_RNA_506_1						73.78292413059773	46.0	101.0	101	9.090909090909092	28.734343	1.1390592024944568	73.79862157042206	46.0	99.64623566267689	100	18.181818181818183	28.710206
TS047_RoL_RNA_506_2						73.48917111722803	46.0	101.0	101	18.181818181818183	28.734343	1.2679081930250184	73.57180648532098	46.0	99.58641303374834	100	18.181818181818183	28.710206
TS047_RoL_RNA_51	86.57239995949577	21.21978	ISR	100.0	0.0													
TS047_RoL_RNA_51_1						71.09000830726993	46.0	101.0	101	18.181818181818183	24.529467999999998	1.2270161531977186	71.09784450707392	46.0	99.5614267328388	100	27.27272727272727	24.511022
TS047_RoL_RNA_51_2						71.24949603930858	46.0	101.0	101	18.181818181818183	24.529467999999998	1.3341592178674302	71.32004144478742	46.0	99.5095508053479	100	18.181818181818183	24.511022
TS047_RoL_RNA_526	92.13681843979327	34.234828	ISR	100.0	0.0													
TS047_RoL_RNA_526_1						78.67321671404622	47.0	101.0	101	9.090909090909092	37.183488	1.0406934890397088	78.680821357787	47.0	99.7400186002389	100	18.181818181818183	37.156512
TS047_RoL_RNA_526_2						78.60112677317684	47.0	101.0	101	18.181818181818183	37.183488	1.1522341357114168	78.66501777930505	47.0	99.68823128500328	100	18.181818181818183	37.156512
TS047_RoL_RNA_528	85.96974714523756	29.475320999999997	ISR	100.0	0.0													
TS047_RoL_RNA_528_1						74.10856047531462	46.0	101.0	101	18.181818181818183	34.310829	1.129720778114792	74.11801272111984	46.0	99.65233819123955	100	18.181818181818183	34.285689999999995
TS047_RoL_RNA_528_2						73.95677112780116	46.0	101.0	101	18.181818181818183	34.310829	1.2536807473399798	74.02493166011372	46.0	99.59424112508746	100	18.181818181818183	34.285689999999995
TS047_RoL_RNA_530	85.68003403417201	21.980541	ISR	100.0	0.0													
TS047_RoL_RNA_530_1						71.90267702204731	45.0	101.0	101	18.181818181818183	25.672766	1.2252318697996512	71.90750026285389	45.0	99.56251947048392	100	18.181818181818183	25.654215999999998
TS047_RoL_RNA_530_2						71.85690202630957	45.0	101.0	101	18.181818181818183	25.672766	1.3314398056780257	71.91976813452692	46.0	99.51473909785433	100	18.181818181818183	25.654215999999998
TS047_RoL_RNA_532	88.58574100126438	23.28321	ISR	100.0	0.0													
TS047_RoL_RNA_532_1						72.47163181076343	46.0	101.0	101	9.090909090909092	26.300117999999998	1.0666995772595107	72.48599940816248	46.0	99.71308454723709	100	18.181818181818183	26.283248
TS047_RoL_RNA_532_2						72.4718486749101	46.0	101.0	101	18.181818181818183	26.300117999999998	1.1771783949056542	72.53688841657697	46.0	99.66043854245108	100	18.181818181818183	26.283248
TS047_RoL_RNA_559	91.80270870019223	23.504298	ISR	100.0	0.0													
TS047_RoL_RNA_559_1						78.56785717429915	47.0	101.0	101	9.090909090909092	25.621783999999998	1.0766949539717632	78.58266530986734	47.0	99.70017794751446	100	18.181818181818183	25.603054999999998
TS047_RoL_RNA_559_2						78.90215579351613	47.0	101.0	101	18.181818181818183	25.621783999999998	1.1979595716730191	78.9652971312137	47.0	99.64435289069996	100	18.181818181818183	25.603054999999998
TS047_RoL_RNA_561	87.74883139935972	26.955381	ISR	100.0	0.0													
TS047_RoL_RNA_561_1						75.71471244032627	46.0	101.0	101	9.090909090909092	30.742361	1.1143949445902452	75.72401126292695	46.0	99.66982653484551	100	18.181818181818183	30.718791999999997
TS047_RoL_RNA_561_2						75.30807368877828	46.0	101.0	101	18.181818181818183	30.742361	1.2377874913702984	75.37442847999675	46.0	99.61033780234587	100	18.181818181818183	30.718791999999997
TS047_RoL_RNA_562	89.26176215436688	23.526619999999998	ISR	100.0	0.0													
TS047_RoL_RNA_562_1						76.25728102285704	46.0	101.0	101	9.090909090909092	26.377903	1.2313107694574494	76.26674964325542	46.0	99.54844999703114	100	18.181818181818183	26.356885
TS047_RoL_RNA_562_2						76.4090222889643	46.0	101.0	101	9.090909090909092	26.377903	1.3614069847075643	76.47365761726515	46.0	99.48848820716105	100	9.090909090909092	26.356885
TS047_RoL_RNA_586	90.47979165210728	20.43027	ISR	100.0	0.0													
TS047_RoL_RNA_586_1						80.41723864924792	46.0	101.0	101	18.181818181818183	22.600398	1.4031801870511	80.4294535787449	46.0	99.3823747252316	100	27.27272727272727	22.579926
TS047_RoL_RNA_586_2						80.49551529064706	46.0	101.0	101	27.27272727272727	22.600398	1.5257458459951296	80.57508899110388	46.0	99.3304699492815	100	27.27272727272727	22.579926
TS047_RoL_RNA_616	91.38124842583721	19.581225999999997	ISR	100.0	0.0													
TS047_RoL_RNA_616_1						79.72412529300816	46.0	101.0	101	9.090909090909092	21.442189	0.7377719940185895	79.74258169422235	47.0	100.03832753011623	100	27.27272727272727	21.428057
TS047_RoL_RNA_616_2						79.98863357772892	46.0	101.0	101	27.27272727272727	21.442189	0.8298778646061733	80.047365921306	47.0	100.0033900647175	100	27.27272727272727	21.428057
TS047_RoL_RNA_618	92.0948776349398	26.067771	ISR	100.0	0.0													
TS047_RoL_RNA_618_1						80.07324268612055	47.0	101.0	101	9.090909090909092	28.326342999999998	0.732633042376319	80.08588010571	47.0	100.04219017943008	100	18.181818181818183	28.305342999999997
TS047_RoL_RNA_618_2						79.98466648070938	47.0	101.0	101	18.181818181818183	28.326342999999998	0.8379276750505091	80.04127557643824	47.0	99.99679966782243	100	18.181818181818183	28.305342999999997
TS047_RoL_RNA_646	88.29332098947265	20.142319999999998	ISR	100.0	0.0													
TS047_RoL_RNA_646_1						72.12485982280205	46.0	101.0	101	9.090909090909092	22.829895999999998	0.7049895288074188	72.13029259656005	46.0	100.07226874548502	100	18.181818181818183	22.81296
TS047_RoL_RNA_646_2						72.09495025613695	46.0	101.0	101	18.181818181818183	22.829895999999998	0.8203150347550014	72.148161527168	46.0	100.02085700408891	100	18.181818181818183	22.81296
TS047_RoL_RNA_651	89.40458265301638	24.489385	ISR	100.0	0.0													
