task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
10	9e/c0fd7e	1104208	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_51)	CACHED	0	2025-05-15 14:32:30.073	41m 22s	22m 43s	238.8%	1.4 GB	9 GB	80.6 GB	78.1 GB
40	c7/3c99bf	1104223	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_136)	CACHED	0	2025-05-15 14:32:30.602	41m 11s	22m 39s	235.2%	1.6 GB	9 GB	76.7 GB	74.4 GB
5	97/dac674	1104229	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_20)	CACHED	0	2025-05-15 14:32:30.812	45m 31s	24m 35s	261.1%	1.5 GB	9 GB	93.4 GB	90.5 GB
28	24/d7546e	1104203	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_112)	CACHED	0	2025-05-15 14:32:29.895	17m 19s	2m 22s	161.5%	7.6 GB	40.3 GB	2.5 GB	3.9 MB
37	a3/1c422a	1104210	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_142)	CACHED	0	2025-05-15 14:32:30.141	17m 32s	2m 25s	166.9%	5.3 GB	40.3 GB	2.6 GB	3.9 MB
11	e6/01f40b	1104242	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_46)	CACHED	0	2025-05-15 14:32:31.258	2h 49m 5s	4m 1s	93.2%	7.5 GB	40.3 GB	2.5 GB	3.9 MB
17	f7/158b3b	1104209	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_79)	CACHED	0	2025-05-15 14:32:30.107	17m 23s	2m 16s	162.7%	5.3 GB	40.3 GB	2.4 GB	3.9 MB
4	ef/546dba	1104236	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_16)	CACHED	0	2025-05-15 14:32:31.054	39m 7s	1m 52s	189.7%	7.1 GB	40.3 GB	2.3 GB	3.9 MB
12	1c/a0bd12	1104246	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_51)	CACHED	0	2025-05-15 14:32:31.393	2h 49m 5s	3m 57s	91.1%	5.9 GB	40.3 GB	2.4 GB	3.9 MB
48	2f/aac612	1104240	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_146)	CACHED	0	2025-05-15 14:32:31.192	2h 49m 5s	3m 4s	142.7%	6 GB	40.3 GB	3 GB	3.9 MB
7	04/ad0bb6	1104224	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_46)	CACHED	0	2025-05-15 14:32:30.639	42m 16s	22m 49s	224.1%	1.5 GB	9 GB	83.9 GB	81.4 GB
36	9b/567442	1104238	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_136)	CACHED	0	2025-05-15 14:32:31.126	40m 10s	1m 57s	181.6%	7.9 GB	40.3 GB	2.3 GB	3.9 MB
32	3c/75e37e	1104228	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_119)	CACHED	0	2025-05-15 14:32:30.776	38m 38s	1m 59s	186.3%	6 GB	40.3 GB	2.3 GB	3.9 MB
44	3f/5c4f08	1104231	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_145)	CACHED	0	2025-05-15 14:32:30.878	40m 9s	2m 22s	178.5%	5.2 GB	40.3 GB	2.9 GB	3.9 MB
45	68/a5e4be	1104195	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_145)	CACHED	0	2025-05-15 14:32:29.535	6m 24s	3m 33s	37.1%	74 MB	80.2 MB	4.3 GB	1.9 KB
30	10/6eb9de	1104245	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_114)	CACHED	0	2025-05-15 14:32:31.361	17m 22s	1m 21s	94.8%	72 MB	80.2 MB	4.1 GB	1.9 KB
27	91/9007f3	1104196	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_110)	CACHED	0	2025-05-15 14:32:29.597	22m 9s	2m 39s	159.4%	5.6 GB	40.3 GB	2.8 GB	3.9 MB
8	84/af9908	1104235	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_20)	CACHED	0	2025-05-15 14:32:31.021	40m 21s	2m 25s	175.1%	5.2 GB	40.3 GB	2.8 GB	3.9 MB
35	bf/8433fd	1104230	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_119)	CACHED	0	2025-05-15 14:32:30.845	41m 21s	22m 43s	232.6%	1.5 GB	9 GB	78.2 GB	75.8 GB
49	80/b546a5	1104220	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_170)	CACHED	0	2025-05-15 14:32:30.497	29m 3s	6m 52s	58.7%	5.3 GB	40.3 GB	2.6 GB	3.9 MB
1	7d/4db59c	1104204	NFCORE_RNASEQ:PREPARE_GENOME:GUNZIP_GTF (GCF_049306965.1_GRCz12tu_genomic.gtf.gz)	CACHED	0	2025-05-15 14:32:29.933	9m 18s	21.9s	21.4%	2 MB	7.8 MB	36.2 MB	1.3 GB
50	02/a88410	1104232	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_146)	CACHED	0	2025-05-15 14:32:30.913	12m 48s	1m 25s	92.3%	214 MB	222.1 MB	4.5 GB	1.9 KB
29	92/6b03a7	1104214	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_114)	CACHED	0	2025-05-15 14:32:30.279	22m 3s	2m 43s	153.6%	5.3 GB	40.3 GB	2.8 GB	3.9 MB
39	be/d43d78	1104234	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_142)	CACHED	0	2025-05-15 14:32:30.987	13m 22s	1m 13s	90.8%	74 MB	80.2 MB	3.9 GB	1.9 KB
24	92/f82972	1104222	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_85)	CACHED	0	2025-05-15 14:32:30.567	28m 38s	7m 21s	61.6%	7.6 GB	40.3 GB	2.6 GB	3.9 MB
33	92/ffc57f	1104200	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_116)	CACHED	0	2025-05-15 14:32:29.778	5m 44s	3m 33s	37.1%	74 MB	80.2 MB	4.3 GB	1.9 KB
9	3d/916689	1104226	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_20)	CACHED	0	2025-05-15 14:32:30.707	11m 23s	1m 33s	77.9%	72 MB	80.2 MB	4.2 GB	1.9 KB
25	74/ba83af	1104201	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_112)	CACHED	0	2025-05-15 14:32:29.821	5m 44s	3m 20s	34.7%	74 MB	80.1 MB	3.7 GB	1.9 KB
6	49/acb051	1104212	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_16)	CACHED	0	2025-05-15 14:32:30.211	5m 44s	3m 13s	33.2%	74 MB	80.1 MB	3.5 GB	1.9 KB
19	37/65c7b4	1104243	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_51)	CACHED	0	2025-05-15 14:32:31.295	15m 22s	1m 12s	86.5%	74 MB	80.1 MB	3.6 GB	1.9 KB
38	18/bcb9bc	1104241	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_136)	CACHED	0	2025-05-15 14:32:31.225	14m 57s	1m 5s	89.7%	72 MB	80.1 MB	3.4 GB	1.9 KB
34	b2/dec4a0	1104218	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_119)	CACHED	0	2025-05-15 14:32:30.429	8m 18s	1m 58s	50.6%	72 MB	80 MB	3.5 GB	1.9 KB
2	3c/3f66d5	1104219	NFCORE_RNASEQ:PREPARE_GENOME:GUNZIP_FASTA (GCF_049306965.1_GRCz12tu_genomic.fna.gz)	CACHED	0	2025-05-15 14:32:30.463	10m 18s	26.3s	31.9%	2 MB	7.8 MB	415.8 MB	1.4 GB
22	af/10ede4	1104244	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_110)	CACHED	0	2025-05-15 14:32:31.328	16m 27s	1m 21s	91.9%	74 MB	80.2 MB	4.2 GB	1.9 KB
21	58/92348e	1104202	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_85)	CACHED	0	2025-05-15 14:32:29.857	5m 44s	3m 27s	35.6%	74 MB	80.2 MB	3.9 GB	1.9 KB
13	45/b1a066	1104197	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_46)	CACHED	0	2025-05-15 14:32:29.658	5m 39s	3m 17s	35.2%	72 MB	80.1 MB	3.7 GB	1.9 KB
52	cd/44f417	1104207	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_170)	CACHED	0	2025-05-15 14:32:30.039	5m 44s	3m 21s	35.2%	72 MB	80.1 MB	3.8 GB	1.9 KB
31	3d/909441	1104225	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_116)	CACHED	0	2025-05-15 14:32:30.673	29m 18s	6m 55s	65.4%	5.7 GB	40.3 GB	2.9 GB	3.9 MB
18	1c/f02304	1104227	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_112)	CACHED	0	2025-05-15 14:32:30.743	42m 46s	22m 46s	254.2%	1.4 GB	9 GB	83.3 GB	80.7 GB
55	51/1272f1	1104606	NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (GCF_049306965.1_GRCz12tu_genomic.fna)	CACHED	0	2025-05-15 17:21:39.201	27m 47s	5m 21s	3.6%	14 MB	24.1 MB	2.6 GB	1.3 GB
54	1d/670f5f	1104605	NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (GCF_049306965.1_GRCz12tu_genomic.fna)	CACHED	0	2025-05-15 17:21:39.159	14m 58s	47s	12.4%	4 MB	10.5 MB	1.4 GB	6.3 KB
70	5c/6e60bb	1104287	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_289)	CACHED	0	2025-05-15 14:32:32.807	48m 48s	2m 5s	61.9%	214 MB	222.2 MB	4.5 GB	1.9 KB
56	a7/f8dce9	1104258	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_177)	CACHED	0	2025-05-15 14:32:31.832	2h 49m 5s	3m 56s	87.9%	5.6 GB	40.3 GB	2.4 GB	3.9 MB
73	b4/209263	1104278	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_262)	CACHED	0	2025-05-15 14:32:32.504	2h 49m 5s	4m 1s	101.8%	6.3 GB	40.3 GB	2.8 GB	3.9 MB
57	33/fda6b3	1104250	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_177)	CACHED	0	2025-05-15 14:32:31.531	29m 42s	6m 35s	17.4%	72 MB	80.1 MB	3.5 GB	1.9 KB
68	b4/6a77c3	1104273	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_286)	CACHED	0	2025-05-15 14:32:32.335	45m 29s	3m 55s	28.9%	72 MB	80.1 MB	3.7 GB	1.9 KB
61	72/8902ee	1104269	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_204)	CACHED	0	2025-05-15 14:32:32.199	2h 49m 5s	3m 44s	88.7%	5.2 GB	40.2 GB	2.3 GB	3.9 MB
69	4c/44110d	1104291	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_288)	CACHED	0	2025-05-15 14:32:32.949	48m 43s	1m 14s	85.5%	74 MB	80.1 MB	3.8 GB	1.9 KB
78	72/8f186c	1104290	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_291)	CACHED	0	2025-05-15 14:32:32.916	2h 49m 2s	3m 4s	119.5%	5.6 GB	40.3 GB	2.5 GB	3.9 MB
71	7e/5f67be	1104286	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_291)	CACHED	0	2025-05-15 14:32:32.771	45m 29s	3m 55s	28.8%	74 MB	80.1 MB	3.7 GB	1.9 KB
58	e8/e9c9fb	1104272	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_200)	CACHED	0	2025-05-15 14:32:32.301	2h 49m 5s	8m 22s	59.0%	5.4 GB	40.3 GB	3.4 GB	3.9 MB
51	05/644fb5	1104251	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_175)	CACHED	0	2025-05-15 14:32:31.565	2h 49m 5s	3m 36s	102.3%	5.4 GB	40.2 GB	2.5 GB	3.9 MB
62	0f/97b9d0	1104257	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_229)	CACHED	0	2025-05-15 14:32:31.795	40m 10s	1m 35s	81.0%	72 MB	80.2 MB	4.2 GB	1.9 KB
77	8e/7782f2	1104289	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_289)	CACHED	0	2025-05-15 14:32:32.878	2h 49m 2s	4m 7s	108.8%	5.2 GB	40.3 GB	3 GB	3.9 MB
80	48/69f91b	1104294	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_318)	CACHED	0	2025-05-15 14:32:33.054	2h 49m 2s	1m 21s	85.9%	72 MB	80.2 MB	3.9 GB	1.9 KB
74	eb/018016	1104306	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_317)	CACHED	0	2025-05-15 14:38:14.133	2h 43m 21s	1m 12s	92.6%	74 MB	80.1 MB	3.7 GB	1.9 KB
79	ff/18579b	1104292	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_317)	CACHED	0	2025-05-15 14:32:32.983	2h 49m 2s	3m 7s	116.8%	5.2 GB	40.3 GB	2.5 GB	3.9 MB
63	05/d2fb6d	1104267	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_229)	CACHED	0	2025-05-15 14:32:32.135	2h 49m 5s	4m 9s	99.3%	5.5 GB	40.3 GB	2.8 GB	3.9 MB
60	1b/300307	1104253	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_204)	CACHED	0	2025-05-15 14:32:31.651	35m 47s	6m 44s	16.6%	72 MB	80.1 MB	3.4 GB	1.9 KB
67	59/cc4046	1104268	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_262)	CACHED	0	2025-05-15 14:32:32.167	46m 9s	4m 8s	31.4%	74 MB	80.2 MB	4.2 GB	1.9 KB
82	9f/727714	1104303	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_319)	CACHED	0	2025-05-15 14:38:08.765	2h 43m 26s	1m 23s	85.9%	74 MB	80.2 MB	4 GB	1.9 KB
53	b5/f91c0c	1104247	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_175)	CACHED	0	2025-05-15 14:32:31.427	21m 57s	3m 54s	32.0%	72 MB	80.1 MB	3.7 GB	1.9 KB
64	30/f012bd	1104259	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_231)	CACHED	0	2025-05-15 14:32:31.869	44m 24s	3m 12s	27.0%	72 MB	80.1 MB	3 GB	1.9 KB
72	d8/ff9727	1104279	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_258)	CACHED	0	2025-05-15 14:32:32.537	2h 49m 5s	2m 45s	137.6%	7.2 GB	40.3 GB	2.6 GB	3.9 MB
66	8d/5852d0	1104261	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_258)	CACHED	0	2025-05-15 14:32:31.935	45m 4s	3m 55s	29.3%	72 MB	80.1 MB	3.9 GB	1.9 KB
65	79/fda818	1104280	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_231)	CACHED	0	2025-05-15 14:32:32.570	2h 49m 5s	2m 24s	120.0%	5.1 GB	40.3 GB	2 GB	3.9 MB
87	d7/c86727	1105916	NFCORE_RNASEQ:PREPARE_GENOME:GTF2BED (GCF_049306965.1_GRCz12tu_genomic.filtered.gtf)	CACHED	0	2025-05-15 20:00:00.280	24m 10s	26s	81.3%	3.6 GB	3.6 GB	1.3 GB	24 MB
59	81/934ff9	1104256	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_200)	CACHED	0	2025-05-15 14:32:31.761	38m 52s	1m 32s	99.0%	214 MB	222.2 MB	5 GB	1.9 KB
76	dd/e81364	1104237	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_288)	CACHED	0	2025-05-15 14:32:31.090	41m 21s	2m 33s	156.7%	6.7 GB	40.3 GB	2.6 GB	3.9 MB
81	0b/b71a06	1104288	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_318)	CACHED	0	2025-05-15 14:32:32.844	2h 49m 2s	2m 54s	132.7%	5.2 GB	40.3 GB	2.6 GB	3.9 MB
84	f0/e2ac92	1104249	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_322)	CACHED	0	2025-05-15 14:32:31.498	28m 27s	11m 12s	12.6%	72 MB	80.3 MB	4.2 GB	1.9 KB
