task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	3c/3f66d5	1104219	NFCORE_RNASEQ:PREPARE_GENOME:GUNZIP_FASTA (GCF_049306965.1_GRCz12tu_genomic.fna.gz)	COMPLETED	0	2025-05-15 14:32:30.463	10m 18s	26.3s	31.9%	2 MB	7.8 MB	415.8 MB	1.4 GB
8	3d/916689	1104226	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_20)	COMPLETED	0	2025-05-15 14:32:30.707	11m 23s	1m 33s	77.9%	72 MB	80.2 MB	4.2 GB	1.9 KB
36	02/a88410	1104232	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_146)	COMPLETED	0	2025-05-15 14:32:30.913	12m 48s	1m 25s	92.3%	214 MB	222.1 MB	4.5 GB	1.9 KB
34	be/d43d78	1104234	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_142)	COMPLETED	0	2025-05-15 14:32:30.987	13m 22s	1m 13s	90.8%	74 MB	80.2 MB	3.9 GB	1.9 KB
30	18/bcb9bc	1104241	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_136)	COMPLETED	0	2025-05-15 14:32:31.225	14m 57s	1m 5s	89.7%	72 MB	80.1 MB	3.4 GB	1.9 KB
12	37/65c7b4	1104243	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_51)	COMPLETED	0	2025-05-15 14:32:31.295	15m 22s	1m 12s	86.5%	74 MB	80.1 MB	3.6 GB	1.9 KB
18	af/10ede4	1104244	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_110)	COMPLETED	0	2025-05-15 14:32:31.328	16m 27s	1m 21s	91.9%	74 MB	80.2 MB	4.2 GB	1.9 KB
41	24/d7546e	1104203	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_112)	COMPLETED	0	2025-05-15 14:32:29.895	17m 19s	2m 22s	161.5%	7.6 GB	40.3 GB	2.5 GB	3.9 MB
17	f7/158b3b	1104209	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_79)	COMPLETED	0	2025-05-15 14:32:30.107	17m 23s	2m 16s	162.7%	5.3 GB	40.3 GB	2.4 GB	3.9 MB
27	10/6eb9de	1104245	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_114)	COMPLETED	0	2025-05-15 14:32:31.361	17m 22s	1m 21s	94.8%	72 MB	80.2 MB	4.1 GB	1.9 KB
48	a3/1c422a	1104210	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_142)	COMPLETED	0	2025-05-15 14:32:30.141	17m 32s	2m 25s	166.9%	5.3 GB	40.3 GB	2.6 GB	3.9 MB
38	b5/f91c0c	1104247	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_175)	COMPLETED	0	2025-05-15 14:32:31.427	21m 57s	3m 54s	32.0%	72 MB	80.1 MB	3.7 GB	1.9 KB
42	92/6b03a7	1104214	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_114)	COMPLETED	0	2025-05-15 14:32:30.279	22m 3s	2m 43s	153.6%	5.3 GB	40.3 GB	2.8 GB	3.9 MB
40	91/9007f3	1104196	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_110)	COMPLETED	0	2025-05-15 14:32:29.597	22m 9s	2m 39s	159.4%	5.6 GB	40.3 GB	2.8 GB	3.9 MB
101	f0/e2ac92	1104249	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_322)	COMPLETED	0	2025-05-15 14:32:31.498	28m 27s	11m 12s	12.6%	72 MB	80.3 MB	4.2 GB	1.9 KB
39	92/f82972	1104222	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_85)	COMPLETED	0	2025-05-15 14:32:30.567	28m 38s	7m 21s	61.6%	7.6 GB	40.3 GB	2.6 GB	3.9 MB
52	80/b546a5	1104220	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_170)	COMPLETED	0	2025-05-15 14:32:30.497	29m 3s	6m 52s	58.7%	5.3 GB	40.3 GB	2.6 GB	3.9 MB
45	3d/909441	1104225	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_116)	COMPLETED	0	2025-05-15 14:32:30.673	29m 18s	6m 55s	65.4%	5.7 GB	40.3 GB	2.9 GB	3.9 MB
54	33/fda6b3	1104250	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_177)	COMPLETED	0	2025-05-15 14:32:31.531	29m 42s	6m 35s	17.4%	72 MB	80.1 MB	3.5 GB	1.9 KB
57	1b/300307	1104253	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_204)	COMPLETED	0	2025-05-15 14:32:31.651	35m 47s	6m 44s	16.6%	72 MB	80.1 MB	3.4 GB	1.9 KB
104	68/4ae4e4	1104254	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_328)	COMPLETED	0	2025-05-15 14:32:31.691	37m 17s	1m 20s	96.9%	74 MB	80.2 MB	4.4 GB	1.9 KB
106	55/7d8a64	1104255	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_347)	COMPLETED	0	2025-05-15 14:32:31.725	37m 47s	1m 4s	95.2%	74 MB	80.1 MB	3.4 GB	1.9 KB
46	3c/75e37e	1104228	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_119)	COMPLETED	0	2025-05-15 14:32:30.776	38m 38s	1m 59s	186.3%	6 GB	40.3 GB	2.3 GB	3.9 MB
56	81/934ff9	1104256	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_200)	COMPLETED	0	2025-05-15 14:32:31.761	38m 52s	1m 32s	99.0%	214 MB	222.2 MB	5 GB	1.9 KB
5	ef/546dba	1104236	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_16)	COMPLETED	0	2025-05-15 14:32:31.054	39m 7s	1m 52s	189.7%	7.1 GB	40.3 GB	2.3 GB	3.9 MB
49	3f/5c4f08	1104231	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_145)	COMPLETED	0	2025-05-15 14:32:30.878	40m 9s	2m 22s	178.5%	5.2 GB	40.3 GB	2.9 GB	3.9 MB
47	9b/567442	1104238	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_136)	COMPLETED	0	2025-05-15 14:32:31.126	40m 10s	1m 57s	181.6%	7.9 GB	40.3 GB	2.3 GB	3.9 MB
59	0f/97b9d0	1104257	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_229)	COMPLETED	0	2025-05-15 14:32:31.795	40m 10s	1m 35s	81.0%	72 MB	80.2 MB	4.2 GB	1.9 KB
6	84/af9908	1104235	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_20)	COMPLETED	0	2025-05-15 14:32:31.021	40m 21s	2m 25s	175.1%	5.2 GB	40.3 GB	2.8 GB	3.9 MB
4	a2/afe9b1	1104211	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_16)	COMPLETED	0	2025-05-15 14:32:30.177	40m 46s	22m 32s	230.7%	1.4 GB	9 GB	77.8 GB	75.4 GB
31	c7/3c99bf	1104223	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_136)	COMPLETED	0	2025-05-15 14:32:30.602	41m 11s	22m 39s	235.2%	1.6 GB	9 GB	76.7 GB	74.4 GB
15	9e/c0fd7e	1104208	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_51)	COMPLETED	0	2025-05-15 14:32:30.073	41m 22s	22m 43s	238.8%	1.4 GB	9 GB	80.6 GB	78.1 GB
25	bf/8433fd	1104230	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_119)	COMPLETED	0	2025-05-15 14:32:30.845	41m 21s	22m 43s	232.6%	1.5 GB	9 GB	78.2 GB	75.8 GB
85	dd/e81364	1104237	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_288)	COMPLETED	0	2025-05-15 14:32:31.090	41m 21s	2m 33s	156.7%	6.7 GB	40.3 GB	2.6 GB	3.9 MB
11	04/ad0bb6	1104224	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_46)	COMPLETED	0	2025-05-15 14:32:30.639	42m 16s	22m 49s	224.1%	1.5 GB	9 GB	83.9 GB	81.4 GB
19	93/9b6bc5	1104239	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_79)	COMPLETED	0	2025-05-15 14:32:31.159	42m 16s	22m 46s	245.8%	1.4 GB	9 GB	81.3 GB	78.7 GB
22	1c/f02304	1104227	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_112)	COMPLETED	0	2025-05-15 14:32:30.743	42m 46s	22m 46s	254.2%	1.4 GB	9 GB	83.3 GB	80.7 GB
44	65/cc6874	1104216	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_170)	COMPLETED	0	2025-05-15 14:32:30.362	43m 25s	22m 50s	262.2%	1.4 GB	9 GB	85 GB	82.3 GB
60	30/f012bd	1104259	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_231)	COMPLETED	0	2025-05-15 14:32:31.869	44m 24s	3m 12s	27.0%	72 MB	80.1 MB	3 GB	1.9 KB
32	75/0ef672	1104215	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_142)	COMPLETED	0	2025-05-15 14:32:30.312	44m 31s	22m 54s	253.5%	1.6 GB	9 GB	86.2 GB	83.5 GB
61	8d/5852d0	1104261	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_258)	COMPLETED	0	2025-05-15 14:32:31.935	45m 4s	3m 55s	29.3%	72 MB	80.1 MB	3.9 GB	1.9 KB
33	f2/e8fc5a	1104206	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_145)	COMPLETED	0	2025-05-15 14:32:30.004	45m 31s	24m 30s	262.6%	1.6 GB	9 GB	95.3 GB	92.4 GB
24	3a/55db44	1104217	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_116)	COMPLETED	0	2025-05-15 14:32:30.396	45m 31s	24m 35s	271.0%	1.4 GB	9 GB	95.8 GB	92.9 GB
20	0b/43f8d3	1104221	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_85)	COMPLETED	0	2025-05-15 14:32:30.530	45m 31s	22m 58s	246.4%	1.5 GB	9.1 GB	88.9 GB	86.2 GB
10	97/dac674	1104229	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_20)	COMPLETED	0	2025-05-15 14:32:30.812	45m 31s	24m 35s	261.1%	1.5 GB	9 GB	93.4 GB	90.5 GB
23	73/441792	1104233	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_114)	COMPLETED	0	2025-05-15 14:32:30.950	45m 31s	24m 35s	261.2%	1.5 GB	9 GB	93.1 GB	90.3 GB
70	b4/6a77c3	1104273	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_286)	COMPLETED	0	2025-05-15 14:32:32.335	45m 29s	3m 55s	28.9%	72 MB	80.1 MB	3.7 GB	1.9 KB
89	7e/5f67be	1104286	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_291)	COMPLETED	0	2025-05-15 14:32:32.771	45m 29s	3m 55s	28.8%	74 MB	80.1 MB	3.7 GB	1.9 KB
21	db/525506	1104199	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_110)	COMPLETED	0	2025-05-15 14:32:29.742	45m 46s	24m 41s	258.8%	1.5 GB	9.1 GB	93.9 GB	91.1 GB
65	59/cc4046	1104268	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_262)	COMPLETED	0	2025-05-15 14:32:32.167	46m 9s	4m 8s	31.4%	74 MB	80.2 MB	4.2 GB	1.9 KB
43	06/1993c2	1104205	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_146)	COMPLETED	0	2025-05-15 14:32:29.971	46m 16s	27m 28s	243.7%	1.6 GB	9 GB	99.8 GB	96.8 GB
63	a3/7508c5	1104213	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_200)	COMPLETED	0	2025-05-15 14:32:30.245	46m 31s	27m 33s	266.2%	1.5 GB	9 GB	112.7 GB	109.3 GB
76	4c/44110d	1104291	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_288)	COMPLETED	0	2025-05-15 14:32:32.949	48m 43s	1m 14s	85.5%	74 MB	80.1 MB	3.8 GB	1.9 KB
94	0b/b71a06	1104288	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_318)	COMPLETED	0	2025-05-15 14:32:32.844	2h 49m 2s	2m 54s	132.7%	5.2 GB	40.3 GB	2.6 GB	3.9 MB
83	5c/6e60bb	1104287	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_289)	COMPLETED	0	2025-05-15 14:32:32.807	48m 48s	2m 5s	61.9%	214 MB	222.2 MB	4.5 GB	1.9 KB
88	8e/7782f2	1104289	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_289)	COMPLETED	0	2025-05-15 14:32:32.878	2h 49m 2s	4m 7s	108.8%	5.2 GB	40.3 GB	3 GB	3.9 MB
92	72/8f186c	1104290	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_291)	COMPLETED	0	2025-05-15 14:32:32.916	2h 49m 2s	3m 4s	119.5%	5.6 GB	40.3 GB	2.5 GB	3.9 MB
93	ff/18579b	1104292	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_317)	COMPLETED	0	2025-05-15 14:32:32.983	2h 49m 2s	3m 7s	116.8%	5.2 GB	40.3 GB	2.5 GB	3.9 MB
95	ce/43d0c8	1104293	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_319)	COMPLETED	0	2025-05-15 14:32:33.020	2h 49m 2s	3m 26s	123.1%	5.2 GB	40.3 GB	2.7 GB	3.9 MB
98	48/69f91b	1104294	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_318)	COMPLETED	0	2025-05-15 14:32:33.054	2h 49m 2s	1m 21s	85.9%	72 MB	80.2 MB	3.9 GB	1.9 KB
100	9f/727714	1104303	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_319)	COMPLETED	0	2025-05-15 14:38:08.765	2h 43m 26s	1m 23s	85.9%	74 MB	80.2 MB	4 GB	1.9 KB
97	73/3d312c	1104304	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_322)	COMPLETED	0	2025-05-15 14:38:08.827	2h 43m 26s	4m 1s	110.3%	5.5 GB	40.3 GB	2.9 GB	3.9 MB
99	7b/47e803	1104305	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_326)	COMPLETED	0	2025-05-15 14:38:13.734	2h 43m 21s	3m 5s	111.6%	6.2 GB	40.3 GB	2.4 GB	3.9 MB
91	eb/018016	1104306	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_317)	COMPLETED	0	2025-05-15 14:38:14.133	2h 43m 21s	1m 12s	92.6%	74 MB	80.1 MB	3.7 GB	1.9 KB
103	49/dc276f	1104308	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TS047_RoL_RNA_328)	COMPLETED	0	2025-05-15 14:38:14.714	2h 43m 20s	3m 58s	105.0%	5.4 GB	40.3 GB	2.9 GB	3.9 MB
102	eb/03a0e3	1104307	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_326)	COMPLETED	0	2025-05-15 14:38:14.679	2h 43m 20s	1m 9s	92.3%	72 MB	80.1 MB	3.6 GB	1.9 KB
107	68/080f14	1104311	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_355)	COMPLETED	0	2025-05-15 14:38:53.543	2h 42m 42s	55s	94.1%	74 MB	80.1 MB	2.9 GB	1.9 KB
96	42/c3963c	1104309	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_328)	COMPLETED	0	2025-05-15 14:38:14.746	2h 43m 20s	21m 48s	286.3%	1.5 GB	9 GB	98.1 GB	95.1 GB
110	d4/d3a7e0	1104317	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_377)	COMPLETED	0	2025-05-15 14:40:48.564	2h 40m 47s	1m 8s	93.9%	74 MB	80.1 MB	3.5 GB	1.9 KB
112	2b/d898cd	1104320	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TS047_RoL_RNA_407)	COMPLETED	0	2025-05-15 14:41:48.703	2h 39m 46s	2m 26s	56.9%	214 MB	222.2 MB	4.5 GB	1.9 KB
105	f0/cbb29f	1104321	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TS047_RoL_RNA_347)	COMPLETED	0	2025-05-15 14:42:48.715	2h 38m 46s	19m 37s	250.5%	1.5 GB	9 GB	75.9 GB	73.6 GB
