Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
cellular response to interleukin-1	0.05081166625568999	1	1.294036563133666	-3.4724416997356555	0	1		
cellular response to lipid	0.07807089895534343	1	1.1075108198783326	-2.340067418254223	0	1		
cellular response to lipopolysaccharide	0.05318574278485117	1	1.2742047710827247	-2.340067418254223	0	1		
cellular response to molecule of bacterial origin	0.05318574278485117	1	1.2742047710827247	-2.340067418254223	0	1		
cellular response to tumor necrosis factor	0.05318574278485117	1	1.2742047710827247	-3.4724416997356555	0	1		
cellular response to type II interferon	0.05081166625568999	1	1.294036563133666	-3.4724416997356555	0	1		
chemokine-mediated signaling pathway	0.016018268991534412	2	1.7953844175927929	-2.9062545589949393	0	2		
chemotaxis	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
coagulation	0.06120767395750486	1	1.213194124448123	-2.7538444785248077	0	1		
cytokine-mediated signaling pathway	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
defense response	0.05318574278485117	2	1.2742047710827247	-2.9062545589949393	0	2		
defense response to other organism	0.05081166625568999	2	1.294036563133666	-2.9062545589949393	0	2		
delamination	0.03732155011407324	1	1.4280403265544857	-2.7538444785248077	0	1		
developmental pigmentation	0.07002388021496746	1	1.1547538274576108	-3.6206557393114958	0	1		
endothelial to hematopoietic transition	0.03561423195812067	1	1.448376417034608	-2.7538444785248077	0	1		
epithelial cell development	0.07533071820374569	1	1.1230278919801757	-1.9842802880533204	0	1		
epithelial cell differentiation involved in kidney development	0.052371220699102716	1	1.2809073031902483	-1.9842802880533204	0	1		
erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	0.03561423195812067	1	1.448376417034608	-4.870962604584245	0	1		
erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	0.03561423195812067	1	1.448376417034608	-4.870962604584245	0	1		
eye photoreceptor cell development	0.057006345537813176	1	1.244076799087657	2.7302732304770485	1	0		
eye photoreceptor cell differentiation	0.06553945059346218	1	1.183497203558278	2.7302732304770485	1	0		
fatty acid transport	0.05457215528220649	1	1.2630288937762242	-4.772208555468202	0	1		
glomerular epithelial cell development	0.04819328646152857	1	1.3170134566944374	-1.9842802880533204	0	1		
glomerular epithelial cell differentiation	0.05081166625568999	1	1.294036563133666	-1.9842802880533204	0	1		
glomerular epithelium development	0.05081166625568999	1	1.294036563133666	-1.9842802880533204	0	1		
glomerulus development	0.06120767395750486	1	1.213194124448123	-1.9842802880533204	0	1		
granulocyte chemotaxis	0.029785288714561063	2	1.5259981858443705	-2.9062545589949393	0	2		
granulocyte migration	0.029991435186794407	2	1.5230027513531181	-2.9062545589949393	0	2		
hematopoietic progenitor cell differentiation	0.09593695393109959	1	1.0180140748206752	-2.7538444785248077	0	1		
hematopoietic stem cell differentiation	0.07002388021496746	1	1.1547538274576108	-2.7538444785248077	0	1		
hemostasis	0.06120767395750486	1	1.213194124448123	-2.7538444785248077	0	1		
hormone biosynthetic process	0.04819328646152857	1	1.3170134566944374	-3.6206557393114958	0	1		
hormone metabolic process	0.06120767395750486	1	1.213194124448123	-3.6206557393114958	0	1		
humoral immune response	0.05318574278485117	1	1.2742047710827247	-2.340067418254223	0	1		
icosanoid secretion	0.03561423195812067	1	1.448376417034608	-4.772208555468202	0	1		
icosanoid transport	0.03561423195812067	1	1.448376417034608	-4.772208555468202	0	1		
inflammatory response	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
kidney epithelium development	0.06181119594811509	1	1.208932853420919	-1.9842802880533204	0	1		
leukocyte chemotaxis	0.029991435186794407	2	1.5230027513531181	-2.9062545589949393	0	2		
leukocyte migration	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
locomotion	0.05081166625568999	2	1.294036563133666	-2.9062545589949393	0	2		
long-chain fatty acid transport	0.04621880629997438	1	1.3351812753006296	-4.772208555468202	0	1		
lymphocyte chemotaxis	0.05081166625568999	1	1.294036563133666	-3.4724416997356555	0	1		
lymphocyte migration	0.05318574278485117	1	1.2742047710827247	-3.4724416997356555	0	1		
monocarboxylic acid transport	0.0696273179076554	1	1.1572203338254212	-4.772208555468202	0	1		
monocyte chemotaxis	0.05081166625568999	1	1.294036563133666	-3.4724416997356555	0	1		
mononuclear cell migration	0.05457215528220649	1	1.2630288937762242	-3.4724416997356555	0	1		
myeloid leukocyte migration	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
negative regulation of cell adhesion	0.06688439668306967	1	1.174675186041006	-2.7538444785248077	0	1		
negative regulation of cell differentiation	0.08840352964206051	1	1.053530394789327	-2.7538444785248077	0	1		
negative regulation of cell-cell adhesion	0.06120767395750486	1	1.213194124448123	-2.7538444785248077	0	1		
nephron development	0.074271360286057575	1	1.1291786218724915	-1.9842802880533204	0	1		
nephron epithelium development	0.058392535656863094	1	1.2336426653914017	-1.9842802880533204	0	1		
neural retina development	0.08626970756959328	1	1.0641416740975922	-3.6206557393114958	0	1		
neutral amino acid transport	0.05081166625568999	1	1.294036563133666	-1.9842802880533204	0	1		
neutrophil chemotaxis	0.029785288714561063	2	1.5259981858443705	-2.9062545589949393	0	2		
neutrophil migration	0.029991435186794407	2	1.5230027513531181	-2.9062545589949393	0	2		
organic acid transport	0.03561423195812067	2	1.448376417034608	-3.378244421760761	0	2		
organic anion transport	0.03561423195812067	2	1.448376417034608	-3.378244421760761	0	2		
phenol-containing compound metabolic process	0.05081166625568999	1	1.294036563133666	-3.6206557393114958	0	1		
phospholipase C-activating G protein-coupled receptor signaling pathway	0.06120767395750486	1	1.213194124448123	-2.7538444785248077	0	1		
photoreceptor cell development	0.07099735825215142	1	1.148757810687374	2.7302732304770485	1	0		
photoreceptor cell differentiation	0.08267457798880126	1	1.0826280132585617	2.7302732304770485	1	0		
podocyte development	0.04819328646152857	1	1.3170134566944374	-1.9842802880533204	0	1		
podocyte differentiation	0.05081166625568999	1	1.294036563133666	-1.9842802880533204	0	1		
polyamine metabolic process	0.03561423195812067	1	1.448376417034608	2.7302732304770485	1	0		
positive regulation of ERK1 and ERK2 cascade	0.06151246851246273	1	1.2110368442682418	-3.4724416997356555	0	1		
positive regulation of GTPase activity	0.09858288495618872	1	1.0061984766842342	-3.4724416997356555	0	1		
positive regulation of MAPK cascade	0.09324290110897306	1	1.0303842225386584	-3.4724416997356555	0	1		
positive regulation of Ras protein signal transduction	0.05081166625568999	1	1.294036563133666	-2.7538444785248077	0	1		
positive regulation of Rho protein signal transduction	0.05081166625568999	1	1.294036563133666	-2.7538444785248077	0	1		
positive regulation of cell communication	0.05318574278485117	2	1.2742047710827247	-3.1131430891302316	0	2		
positive regulation of intracellular signal transduction	0.03658097718762233	2	1.436744697396404	-3.1131430891302316	0	2		
positive regulation of response to wounding	0.03732155011407324	1	1.4280403265544857	-2.7538444785248077	0	1		
positive regulation of signal transduction	0.052371220699102716	2	1.2809073031902483	-3.1131430891302316	0	2		
positive regulation of signaling	0.05318574278485117	2	1.2742047710827247	-3.1131430891302316	0	2		
positive regulation of small GTPase mediated signal transduction	0.05081166625568999	1	1.294036563133666	-2.7538444785248077	0	1		
positive regulation of wound healing	0.03561423195812067	1	1.448376417034608	-2.7538444785248077	0	1		
regulation of ERK1 and ERK2 cascade	0.0671208304768687	1	1.173142678679801	-3.4724416997356555	0	1		
regulation of Ras protein signal transduction	0.0803576452699356	1	1.0949727979225012	-2.7538444785248077	0	1		
regulation of Rho protein signal transduction	0.05974793525019749	1	1.2236770983286056	-2.7538444785248077	0	1		
regulation of blood coagulation	0.03561423195812067	1	1.448376417034608	-2.7538444785248077	0	1		
regulation of body fluid levels	0.06688439668306967	1	1.174675186041006	-2.7538444785248077	0	1		
regulation of cell-cell adhesion	0.08267457798880126	1	1.0826280132585617	-2.7538444785248077	0	1		
regulation of coagulation	0.03732155011407324	1	1.4280403265544857	-2.7538444785248077	0	1		
regulation of hematopoietic progenitor cell differentiation	0.052371220699102716	1	1.2809073031902483	-2.7538444785248077	0	1		
regulation of hematopoietic stem cell differentiation	0.05081166625568999	1	1.294036563133666	-2.7538444785248077	0	1		
regulation of hemostasis	0.03561423195812067	1	1.448376417034608	-2.7538444785248077	0	1		
regulation of hormone levels	0.0777243525284819	1	1.1094428870972983	-3.6206557393114958	0	1		
regulation of neural retina development	0.03561423195812067	1	1.448376417034608	-3.6206557393114958	0	1		
regulation of response to wounding	0.05081166625568999	1	1.294036563133666	-2.7538444785248077	0	1		
regulation of small GTPase mediated signal transduction	0.08911738547538364	1	1.050037563308921	-2.7538444785248077	0	1		
regulation of stem cell differentiation	0.052045310109599396	1	1.2836183993962578	-2.7538444785248077	0	1		
regulation of wound healing	0.04516085485580938	1	1.3452378458514318	-2.7538444785248077	0	1		
renal filtration cell differentiation	0.05081166625568999	1	1.294036563133666	-1.9842802880533204	0	1		
response to biotic stimulus	0.05318574278485117	2	1.2742047710827247	-2.9062545589949393	0	2		
response to chemokine	0.016018268991534412	2	1.7953844175927929	-2.9062545589949393	0	2		
response to cytokine	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
response to external biotic stimulus	0.05318574278485117	2	1.2742047710827247	-2.9062545589949393	0	2		
response to interleukin-1	0.051437501701686955	1	1.2887201330760585	-3.4724416997356555	0	1		
response to lipopolysaccharide	0.06120767395750486	1	1.213194124448123	-2.340067418254223	0	1		
response to molecule of bacterial origin	0.06120767395750486	1	1.213194124448123	-2.340067418254223	0	1		
response to other organism	0.05318574278485117	2	1.2742047710827247	-2.9062545589949393	0	2		
response to tumor necrosis factor	0.05318574278485117	1	1.2742047710827247	-3.4724416997356555	0	1		
response to type II interferon	0.05081166625568999	1	1.294036563133666	-3.4724416997356555	0	1		
taxis	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
tyrosine metabolic process	0.03561423195812067	1	1.448376417034608	-4.870962604584245	0	1		
wound healing	0.07807089895534343	1	1.1075108198783326	-2.7538444785248077	0	1		
