contrast	Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	positive regulation of response to wounding	0.03732155011407324	1	1.4280403265544857	-2.7538444785248077	0	1		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	positive regulation of wound healing	0.03561423195812067	1	1.448376417034608	-2.7538444785248077	0	1		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	regulation of blood coagulation	0.03561423195812067	1	1.448376417034608	-2.7538444785248077	0	1		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	regulation of coagulation	0.03732155011407324	1	1.4280403265544857	-2.7538444785248077	0	1		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	regulation of hemostasis	0.03561423195812067	1	1.448376417034608	-2.7538444785248077	0	1		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	regulation of neural retina development	0.03561423195812067	1	1.448376417034608	-3.6206557393114958	0	1		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	regulation of wound healing	0.04516085485580938	1	1.3452378458514318	-2.7538444785248077	0	1		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	response to chemokine	0.016018268991534412	2	1.7953844175927929	-2.9062545589949393	0	2		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	response to cytokine	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	taxis	0.03561423195812067	2	1.448376417034608	-2.9062545589949393	0	2		
A_plus_T_minus_P_minus_vs_A_minus_T_minus_P_minus	tyrosine metabolic process	0.03561423195812067	1	1.448376417034608	-4.870962604584245	0	1		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	cellular response to estrogen stimulus	2.6700322208436724e-12	7	11.573483497717756	-9.231406222794744	0	7		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	cellular response to hormone stimulus	4.2059999678697464e-7	7	6.3761307349673375	-9.231406222794744	0	7		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	endoplasmic reticulum organization	0.04212745822619963	2	1.375434743380546	-3.0647065023130624	0	2		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	endoplasmic reticulum tubular network organization	0.0021260726647528622	2	2.67242189627467	-3.0647065023130624	0	2		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	lipid localization	1.6708555756601267e-6	7	5.777061087751476	-8.83749625457486	0	7		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	lipid transport	1.43378094119268e-6	7	5.843517196854058	-8.83749625457486	0	7		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to estradiol	9.655694185001134e-12	6	11.015216497661092	-9.26957581698077	0	6		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to estrogen	2.6700322208436724e-12	7	11.573483497717756	-9.231406222794744	0	7		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to hormone	1.43378094119268e-6	7	5.843517196854058	-9.231406222794744	0	7		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to lipid	2.804082883071041e-7	7	6.552209153641038	-8.304472359180746	0	7		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to organic cyclic compound	1.5414302307133726e-6	6	5.812076127831354	-9.26957581698077	0	6		
A_minus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to oxygen-containing compound	3.2011144035942525e-5	7	4.494698804468224	-8.304472359180746	0	7		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	cellular response to cytokine stimulus	0.019948752032706036	4	1.7000842680104133	-2.2226177720359437	0	4		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	cytokine-mediated signaling pathway	0.018463950535768166	4	1.7336753719814526	-2.2226177720359437	0	4		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	defense response	6.277293774617835e-9	13	8.202227546080858	-2.3895565275600252	2	11		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	defense response to other organism	2.385333183312793e-8	11	7.6224509501383695	-2.7003660089551524	1	10		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	defense response to symbiont	1.2546117842738256e-6	6	5.901490637553459	-2.7352807824655536	0	6		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	defense response to virus	1.2546117842738256e-6	6	5.901490637553459	-2.7352807824655536	0	6		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	intermediate filament organization	0.03599102230529104	2	1.443805817274815	-1.3329800826996037	1	1		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to biotic stimulus	2.385333183312793e-8	12	7.6224509501383695	-2.652608890948205	1	11		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to cytokine	0.025966166299630614	4	1.585592165804598	-2.2226177720359437	0	4		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to external biotic stimulus	2.385333183312793e-8	12	7.6224509501383695	-2.652608890948205	1	11		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to other organism	2.385333183312793e-8	12	7.6224509501383695	-2.652608890948205	1	11		
A_plus_T_plus_P_minus_vs_A_minus_T_minus_P_minus	response to virus	6.277293774617835e-9	8	8.202227546080858	-2.819604833210911	0	8		
