analysis	gene_id	gene_description	taxa_id	correlation	p_value	fdr	abs_correlation	entrez_id	go_terms	kegg_pathways
03_Historical_Contingency_Recovery	LOC141375335	LOC141375335	Reyranella	-0.23621517341014586	0.054945054945054944	0.08917497596742881	0.23621517341014586	NA	NA	NA
03_Historical_Contingency_Recovery	LOC141378197	LOC141378197	Runella	-0.5369963345661077	0.03696303696303696	0.07029926595143986	0.5369963345661077	NA	NA	NA
03_Historical_Contingency_Recovery	LOC141379337	LOC141379337	Pseudoxanthomonas	0.6015859084787216	0.002997002997002997	0.01685814185814186	0.6015859084787216	NA	NA	NA
03_Historical_Contingency_Recovery	LOC141379342	LOC141379342	Aquihabitans	0.20767350294783016	0.016983016983016984	0.09057609057609058	0.20767350294783016	NA	NA	NA
03_Historical_Contingency_Recovery	LOC141379342	LOC141379342	Pseudoxanthomonas	0.976938546193505	0.026973026973026972	0.05925892289528653	0.976938546193505	NA	NA	NA
03_Historical_Contingency_Recovery	LOC141379345	LOC141379345	Pseudoxanthomonas	0.95454881797724	0.007992007992007992	0.032694578149123604	0.95454881797724	NA	NA	NA
03_Historical_Contingency_Recovery	LOC141379353	LOC141379353	Pseudoxanthomonas	0.8065588008344698	0.002997002997002997	0.01685814185814186	0.8065588008344698	NA	NA	NA
03_Historical_Contingency_Recovery	LOC141385619	LOC141385619	Culicoidibacter	0.6274037416191933	0.007992007992007992	0.043432757718472007	0.6274037416191933	NA	NA	NA
03_Historical_Contingency_Recovery	LOC560278	verrucotoxin subunit beta-like	Luteolibacter	-0.5507869672877574	0.02097902097902098	0.05758130758130758	0.5507869672877574	560278	NA	NA
03_Historical_Contingency_Recovery	LOC560278	verrucotoxin subunit beta-like	Sphaerotilus	-0.660939500669397	0.025974025974025976	0.05925892289528653	0.660939500669397	560278	NA	NA
03_Historical_Contingency_Recovery	LOC793010	GTPase IMAP family member 8-like	Dongia	-0.5044058721420951	0.03596403596403597	0.07029926595143986	0.5044058721420951	793010	NA	NA
03_Historical_Contingency_Recovery	LOC795984	uncharacterized LOC795984	Luteolibacter	1	9.99000999000999e-4	0.01685814185814186	1	795984	NA	NA
03_Historical_Contingency_Recovery	LOC795984	uncharacterized LOC795984	Pirellula	0.5311232859645176	0.029970029970029972	0.06723006723006723	0.5311232859645176	795984	NA	NA
03_Historical_Contingency_Recovery	LOC795984	uncharacterized LOC795984	Piscinibacter	1	0.002997002997002997	0.01685814185814186	1	795984	NA	NA
03_Historical_Contingency_Recovery	adam12b	ADAM metallopeptidase domain 12b	Flavobacterium	0.4367257235573042	0.003996003996003996	0.03196803196803197	0.4367257235573042	563275	NA	NA
03_Historical_Contingency_Recovery	blnk	B cell linker	Pirellula	-0.79390861637905	0.00999000999000999	0.043432757718472007	0.79390861637905	405764	NA	NA
03_Historical_Contingency_Recovery	blnk	B cell linker	Reyranella	-0.3671736854962081	0.03896103896103896	0.07029926595143986	0.3671736854962081	405764	NA	NA
03_Historical_Contingency_Recovery	cxcl14	chemokine (C-X-C motif) ligand 14	Bosea	-0.8513689048904766	0.005994005994005994	0.04145854145854146	0.8513689048904766	58151	NA	NA
03_Historical_Contingency_Recovery	cxcl14	chemokine (C-X-C motif) ligand 14	Flavobacterium	-0.5849773590759276	0.015984015984015984	0.05102589717974334	0.5849773590759276	58151	NA	NA
03_Historical_Contingency_Recovery	dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	Reyranella	-0.5009781177573399	0.01098901098901099	0.038038884192730354	0.5009781177573399	100148871	NA	NA
03_Historical_Contingency_Recovery	dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	Runella	-0.49411256679189147	0.02197802197802198	0.058177117000646414	0.49411256679189147	100148871	NA	NA
03_Historical_Contingency_Recovery	elmo2	engulfment and cell motility 2	Aquihabitans	-0.36654572321957835	0.03396603396603397	0.06113886113886114	0.36654572321957835	100006857	NA	NA
03_Historical_Contingency_Recovery	faah	fatty acid amide hydrolase	Pirellula	-0.7363389423625614	0.015984015984015984	0.05102589717974334	0.7363389423625614	569067	NA	NA
03_Historical_Contingency_Recovery	ftr34	finTRIM family, member 34	Sphaerotilus	-0.5770103748231805	0.04895104895104895	0.06675143038779402	0.5770103748231805	100301513	NA	NA
03_Historical_Contingency_Recovery	hspa8	heat shock protein 8	Gemmobacter	-0.6432209163764322	0.04295704295704296	0.07427988677988678	0.6432209163764322	573376	NA	NA
03_Historical_Contingency_Recovery	igf2bp2b	insulin-like growth factor 2 mRNA binding protein 2b	Reyranella	-0.21104965988638621	0.058941058941058944	0.0905945905945906	0.21104965988638621	557028	NA	NA
03_Historical_Contingency_Recovery	igf2bp2b	insulin-like growth factor 2 mRNA binding protein 2b	Runella	-0.45473513150205663	0.02097902097902098	0.05758130758130758	0.45473513150205663	557028	NA	NA
03_Historical_Contingency_Recovery	irf3	interferon regulatory factor 3	Flavobacterium	0.7108622933417634	0.03296703296703297	0.06840659340659341	0.7108622933417634	564854	NA	NA
03_Historical_Contingency_Recovery	lhx8a	LIM homeobox 8a	Rhodococcus	0.9070048395196987	0.03596403596403597	0.0620069585586827	0.9070048395196987	378959	NA	NA
03_Historical_Contingency_Recovery	ly6m5	lymphocyte antigen 6 family member M5	Flavobacterium	0.7360993617726606	0.015984015984015984	0.05102589717974334	0.7360993617726606	101882984	NA	NA
03_Historical_Contingency_Recovery	maml3	mastermind-like transcriptional coactivator 3	Bosea	-0.7730219702127918	0.01098901098901099	0.038038884192730354	0.7730219702127918	101886283	NA	NA
03_Historical_Contingency_Recovery	maml3	mastermind-like transcriptional coactivator 3	Pirellula	-0.7069122026850242	0.001998001998001998	0.01685814185814186	0.7069122026850242	101886283	NA	NA
03_Historical_Contingency_Recovery	maml3	mastermind-like transcriptional coactivator 3	Reyranella	-0.5753014421193742	9.99000999000999e-4	0.01685814185814186	0.5753014421193742	101886283	NA	NA
03_Historical_Contingency_Recovery	mcfd2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	Bosea	0.6966226561207518	0.012987012987012988	0.04174397031539889	0.6966226561207518	449676	NA	NA
03_Historical_Contingency_Recovery	pla2g3	phospholipase A2 group III	Flavobacterium	0.42981846359623505	0.003996003996003996	0.03196803196803197	0.42981846359623505	641423	NA	NA
03_Historical_Contingency_Recovery	pld4	phospholipase D family member 4	Reyranella	-0.2989501516691623	0.052947052947052944	0.08789210789210788	0.2989501516691623	101885476	NA	NA
03_Historical_Contingency_Recovery	pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	Agitococcus	-0.560316182717801	0.03796203796203796	0.0620069585586827	0.560316182717801	751765	NA	NA
03_Historical_Contingency_Recovery	pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	Bdellovibrio	-0.454097836607368	0.04195804195804196	0.06293706293706294	0.454097836607368	751765	NA	NA
03_Historical_Contingency_Recovery	pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	Crenobacter	0.7503966912675953	0.05094905094905095	0.06743256743256744	0.7503966912675953	751765	NA	NA
03_Historical_Contingency_Recovery	pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	Elstera	-0.39677020028762616	0.04795204795204795	0.06675143038779402	0.39677020028762616	751765	NA	NA
03_Historical_Contingency_Recovery	pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	Pseudoxanthomonas	-0.5608602504539784	0.028971028971028972	0.05925892289528653	0.5608602504539784	751765	NA	NA
03_Historical_Contingency_Recovery	prag1	prag1	Pirellula	-0.8807193312874471	0.016983016983016984	0.052207052207052206	0.8807193312874471	NA	NA	NA
03_Historical_Contingency_Recovery	prag1	prag1	Reyranella	-0.28894141907010695	0.007992007992007992	0.043432757718472007	0.28894141907010695	NA	NA	NA
03_Historical_Contingency_Recovery	prr5a	proline rich 5a (renal)	Bosea	-0.4563178273044031	0.01898101898101898	0.05626516340802055	0.4563178273044031	555584	NA	NA
03_Historical_Contingency_Recovery	prr5a	proline rich 5a (renal)	Flavobacterium	-0.5723787220956837	0.03796203796203796	0.07029926595143986	0.5723787220956837	555584	NA	NA
03_Historical_Contingency_Recovery	pstpip1b	proline-serine-threonine phosphatase interacting protein 1b	Pirellula	-0.6540874587740186	0.022977022977022976	0.05758130758130758	0.6540874587740186	641582	NA	NA
03_Historical_Contingency_Recovery	rergla	RERG/RAS-like a	Pseudorhodoplanes	0.949252224903497	0.04995004995004995	0.08460926828273768	0.949252224903497	436767	NA	NA
03_Historical_Contingency_Recovery	rnf213a	ring finger protein 213a	Pirellula	-0.7226633879424338	0.001998001998001998	0.04145854145854146	0.7226633879424338	503775	NA	NA
03_Historical_Contingency_Recovery	rnf213a	ring finger protein 213a	Reyranella	-0.3250151060709316	0.06493506493506493	0.0962430426716141	0.3250151060709316	503775	NA	NA
03_Historical_Contingency_Recovery	sash1b	SAM and SH3 domain containing 1b	Pirellula	-0.6599442443938298	0.023976023976023976	0.05758130758130758	0.6599442443938298	566448	NA	NA
03_Historical_Contingency_Recovery	si:ch1073-406l10.2	si:ch1073-406l10.2	Gemmobacter	-0.5756828781503193	0.03296703296703297	0.06840659340659341	0.5756828781503193	100536977	NA	NA
03_Historical_Contingency_Recovery	si:ch1073-406l10.2	si:ch1073-406l10.2	Neochlamydia	0.5778014747098943	0.002997002997002997	0.04145854145854146	0.5778014747098943	100536977	NA	NA
03_Historical_Contingency_Recovery	si:ch211-125e6.14	si:ch211-125e6.14	Tundrisphaera	-0.461837761305537	0.03196803196803197	0.06840659340659341	0.461837761305537	100002523	NA	NA
03_Historical_Contingency_Recovery	si:ch211-15j1.4	si:ch211-15j1.4	Agitococcus	-0.33996547697294915	0.07092907092907093	0.08626508626508626	0.33996547697294915	100149225	NA	NA
03_Historical_Contingency_Recovery	si:ch211-15j1.4	si:ch211-15j1.4	Reyranella	-0.4488085446485083	0.028971028971028972	0.05925892289528653	0.4488085446485083	100149225	NA	NA
03_Historical_Contingency_Recovery	si:ch211-15j1.4	si:ch211-15j1.4	Runella	-0.43665692070180734	0.030969030969030968	0.06059158233071277	0.43665692070180734	100149225	NA	NA
03_Historical_Contingency_Recovery	si:ch211-217k17.11	si:ch211-217k17.11	Runella	-0.5458270080070015	0.025974025974025976	0.05925892289528653	0.5458270080070015	798849	NA	NA
03_Historical_Contingency_Recovery	si:ch211-217k17.11	si:ch211-217k17.11	Sphaerotilus	-0.5309007691557219	0.03296703296703297	0.06113886113886114	0.5309007691557219	798849	NA	NA
03_Historical_Contingency_Recovery	slco1c1	solute carrier organic anion transporter family, member 1C1	Aquihabitans	0.21191500783027994	0.02097902097902098	0.058177117000646414	0.21191500783027994	562772	NA	NA
03_Historical_Contingency_Recovery	spire1a	spire-type actin nucleation factor 1a	Pirellula	-0.8269907979279693	0.005994005994005994	0.04145854145854146	0.8269907979279693	557962	NA	NA
03_Historical_Contingency_Recovery	spire1a	spire-type actin nucleation factor 1a	Pirellula	-0.6172331794847429	0.002997002997002997	0.01685814185814186	0.6172331794847429	557962	NA	NA
03_Historical_Contingency_Recovery	tmem106a	transmembrane protein 106A	Bosea	-0.6313005194776199	0.002997002997002997	0.04145854145854146	0.6313005194776199	407612	NA	NA
03_Historical_Contingency_Recovery	tnfa	tumor necrosis factor a (TNF superfamily, member 2)	Pirellula	-0.7665361960140981	0.008991008991008992	0.043432757718472007	0.7665361960140981	405785	NA	NA
03_Historical_Contingency_Recovery	ugt5g1	UDP glucuronosyltransferase 5 family, polypeptide G1	Bosea	-0.4413370695237549	0.01098901098901099	0.043432757718472007	0.4413370695237549	570913	NA	NA
03_Historical_Contingency_Recovery	ugt5g1	UDP glucuronosyltransferase 5 family, polypeptide G1	Flavobacterium	-0.3947822300657206	0.04095904095904096	0.07233192339575319	0.3947822300657206	570913	NA	NA
03_Historical_Contingency_Recovery	ugt5g1	UDP glucuronosyltransferase 5 family, polypeptide G1	Neochlamydia	0.3628347444815856	0.002997002997002997	0.04145854145854146	0.3628347444815856	570913	NA	NA
03_Historical_Contingency_Recovery	vim	vimentin	Bosea	-0.6590175939243027	0.01098901098901099	0.043432757718472007	0.6590175939243027	140599	NA	NA
03_Historical_Contingency_Recovery	vps33a	VPS33A core subunit of CORVET and HOPS complexes	Bosea	-0.7246149763715817	0.003996003996003996	0.04145854145854146	0.7246149763715817	448942	NA	NA
03_Historical_Contingency_Recovery	zgc:171506	zgc:171506	Crenobacter	0.3350627211847722	0.008991008991008992	0.043432757718472007	0.3350627211847722	792896	NA	NA
03_Historical_Contingency_Recovery	zgc:56106	zgc:56106	Runella	-0.5926102436390636	9.99000999000999e-4	0.04145854145854146	0.5926102436390636	393163	NA	NA
03_Historical_Contingency_Recovery	zmp:0000000527	zmp:0000000527	Pirellula	-0.8722864077764092	0.006993006993006993	0.043432757718472007	0.8722864077764092	NA	NA	NA
03_Historical_Contingency_Recovery	zmp:0000000527	zmp:0000000527	Reyranella	-0.327385870426371	0.012987012987012988	0.04686617730095991	0.327385870426371	NA	NA	NA
03_Historical_Contingency_Recovery	znf1069	zinc finger protein 1069	Caulobacter	0.6584510294113921	0.017982017982017984	0.05394605394605395	0.6584510294113921	100126141	NA	NA
03_Historical_Contingency_Recovery	znf1069	zinc finger protein 1069	Legionella	0.8945376898783817	0.03896103896103896	0.07029926595143986	0.8945376898783817	100126141	NA	NA
