contrast	Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	nuclear DNA replication	1.3282627412701916e-9	12	8.876716009457903	1.773190252954391	12	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	centromere complex assembly	3.6536285789242506e-9	12	8.437275604307626	1.834263528479258	12	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	negative regulation of cell cycle	5.8120666483197314e-09	31	8.235669414189651	1.8334746653853444	29	2		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	negative regulation of mitotic cell cycle	7.98844922948088e-9	25	8.097537520616696	1.9332105981670566	24	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	regulation of chromosome segregation	1.491192909855232e-8	16	7.826466169916374	1.9152191896612771	16	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	microtubule cytoskeleton organization involved in mitosis	3.463078444187617e-8	24	7.460537670884276	2.0476384368477323	24	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	metaphase/anaphase transition of mitotic cell cycle	3.977082100474781e-8	13	7.40043544360916	1.9217162547406708	13	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA strand elongation involved in DNA replication	4.795374663037189e-8	10	7.31917745570228	1.7737075596370024	10	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	regulation of sister chromatid segregation	5.2040463469676864e-8	14	7.283658844289028	1.9099314305588981	14	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	response to biotic stimulus	5.2040463469676864e-8	67	7.283658844289028	1.3415127300698566	52	15		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	regulation of nuclear division	5.2886956789693384e-8	16	7.276651422345125	1.9497469921430617	15	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	metaphase/anaphase transition of cell cycle	6.708606007076612e-8	13	7.173367713263049	1.9217162547406708	13	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	meiotic nuclear division	7.535324318312897e-8	19	7.122898051030496	1.8720644013169983	19	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	cellular response to estrogen stimulus	7.954953346276173e-8	14	7.099362363033645	-3.0585129049384294	0	14		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	regulation of mitotic nuclear division	7.954953346276173e-8	15	7.099362363033645	1.8590811133527474	14	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	response to external biotic stimulus	7.954953346276173e-8	66	7.099362363033645	1.3771084327579046	52	14		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	response to other organism	7.954953346276173e-8	66	7.099362363033645	1.3771084327579046	52	14		
