gene	log2FoldChange	padj	baseMean	pvalue	stat
chia.4	4.045479141396719	0.03887568789476198	213.1137822214167	4.942479345754113e-5	4.058330470928312
eomesa	3.498199224969305	0.03887568789476198	27.542344087881542	5.0781019255836347e-5	4.052002974947385
gatm	-1.923687377270089	0.03887568789476198	1237.4559672647604	4.926406935712085e-5	-4.059091211031108
LOC100004033	2.1351783811053466	0.03887568789476198	87.76531918394834	5.098574698394974e-5	4.051061757961545
si:dkeyp-46h3.6	4.240591874181445	0.03887568789476198	246.6216154402621	4.3170525967236116e-5	4.089821518689279
zp3b	4.611438235967764	0.03887568789476198	475.85366088246064	4.7841024335326816e-5	4.065931320244871
dzip1	-1.4636919496795209	0.040624863822022704	36.646586260545064	5.7092660830188525e-5	-4.024515801331835
gal3st4	0.99337695709282825	0.040624863822022704	40.091946014568926	5.722645605666967e-5	4.023964874779591
hydin	-1.801541679103866	0.04104829979615067	59.3990508063085	5.981682585537086e-5	-4.0135322487418845
caprin2	4.626804268641577	0.0432638002777746	195.03885343917727	9.954588534658032e-5	3.891696096874318
ccnb2	2.9704309238966515	0.0432638002777746	183.61678980436815	8.184346982430626e-5	3.9389368404534735
cks2	1.4551394602231367	0.0432638002777746	44.35179475636557	1.008725124269287e-4	3.8884835338347155
ftr73	-1.5081987156260523	0.0432638002777746	150.22482391791252	8.27418240109719e-5	-3.9363165294669535
gsta.2	-2.1233685712626387	0.0432638002777746	1600.3187072161882	9.875697371219155e-5	-3.8936257445568523
hpf1	1.0468322419552691	0.0432638002777746	193.85914462605973	9.050075909672382e-5	3.914742448897373
ifi27.6	-2.122248540713391	0.0432638002777746	603.7352488539991	7.114358369772727e-5	-3.972428535172871
LOC101886839	3.675638026432855	0.0432638002777746	28.12999864470013	9.831149698322858e-5	3.894721802203087
LOC110439329	0.9679161106219412	0.0432638002777746	38.66554685917912	6.847845620230396e-5	3.9815113301763136
mcm8	1.5412832646364334	0.0432638002777746	31.397540773908652	8.869824455868705e-5	3.9195940472265978
med1l	5.8361022995062335	0.0432638002777746	14.70037631585375	9.453730130234078e-5	3.9042007112806214
opn1sw2	2.4072382336906455	0.0432638002777746	7.020184606452003	9.695118227048029e-5	3.8980980010601405
pou2f3	-1.280283288555918	0.0432638002777746	65.55614884920868	7.561875128344092e-5	-3.9578773998347634
tert	0.9994407898902625	0.0432638002777746	226.21444890179572	9.573369454627343e-5	3.901157860633764
trim37	1.5953686794528497	0.0432638002777746	60.79920330657446	9.183110905150353e-5	3.911219911559905
wu:fd46g04	-1.6678800734758332	0.0432638002777746	401.85930135476184	9.413816531982196e-5	-3.9052239486884597
zgc:154142	-2.006359922871151	0.0432638002777746	7944.155466099023	9.053089604286807e-5	-3.9146621115262206
zgc:66479	4.197406272655421	0.0432638002777746	30.393944247441997	8.77142956837317e-5	3.922281859616041
ppp1r3c2b	1.9593857525526253	0.04456886385271216	234.4225372885837	1.0608026078510204e-4	3.8762464043383194
mapre3a	-1.7232858901145685	0.0449557599765093	18.198919555250175	1.0918482531818454e-4	-3.8692183579444657
frrs1a	-1.8845722322931278	0.04520916110680101	322.34296517980147	1.1199627028935015e-4	-3.8630146896791535
fbxw10	4.633757664671892	0.045930731245561456	8.08480346171906	1.1601486495211521e-4	3.854397731295988
cyp2n13	-1.315580731417818	0.04670833550171071	1347.7759381137755	1.202478156890595e-4	-3.845620369615695
ovch1	3.4718570916514238	0.047195936800285034	55.14968358468844	1.2379562768812316e-4	3.838485293361934
LOC103910192	-1.5099962785072107	0.047358121583796785	324.6089289680241	1.2652143037396527e-4	-3.8331331407939535
