analysis	gene_id	gene_description	taxa_id	correlation	p_value	fdr	abs_correlation	entrez_id	go_terms	kegg_pathways
Parasite_Exposure_Response	rbm12bb	RNA binding motif protein 12Bb	Culicoidibacter	-0.47915145653656166	0.023976023976023976	0.04995004995004995	0.47915145653656166	334496	NA	NA
Parasite_Exposure_Response	recql4	RecQ helicase-like 4	Paucibacter	-0.5148126757562849	0.003996003996003996	0.0444000444000444	0.5148126757562849	567383	DNA replication	NA
Parasite_Exposure_Response	rfc3	replication factor C (activator 1) 3	Paucibacter	-0.6875355152477227	0.003996003996003996	0.0444000444000444	0.6875355152477227	259256	DNA replication	NA
Parasite_Exposure_Response	rmi1	RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)	Culicoidibacter	-0.5036210210019875	0.04695304695304695	0.06178032493821968	0.5036210210019875	393149	DNA replication	NA
Parasite_Exposure_Response	sco2	synthesis of cytochrome C oxidase 2	Tundrisphaera	-0.5594262548267268	0.025974025974025976	0.04995004995004995	0.5594262548267268	606683	mitochondrial cytochrome c oxidase assembly; respiratory chain complex IV assembly; mitochondrion organization	NA
Parasite_Exposure_Response	si:ch211-165i18.2	si:ch211-165i18.2	Paucibacter	-0.4893369742378368	9.99000999000999e-4	0.033300033300033303	0.4893369742378368	100149646	NA	NA
Parasite_Exposure_Response	si:ch211-284o19.8	si:ch211-284o19.8	Culicoidibacter	-0.40819424992395253	0.03696303696303696	0.05280433851862423	0.40819424992395253	100007937	NA	NA
Parasite_Exposure_Response	si:dkey-286h2.3	si:dkey-286h2.3	Culicoidibacter	0.7045454576428543	0.008991008991008992	0.04995004995004995	0.7045454576428543	790965	NA	NA
Parasite_Exposure_Response	slc25a44a	solute carrier family 25 member 44a	Culicoidibacter	-0.5863783123061526	0.02097902097902098	0.04995004995004995	0.5863783123061526	492478	NA	NA
Parasite_Exposure_Response	spsb1	splA/ryanodine receptor domain and SOCS box containing 1	Chitinilyticum	0.8372729613107185	9.99000999000999e-4	0.033300033300033303	0.8372729613107185	334190	modification-dependent protein catabolic process; modification-dependent macromolecule catabolic process; ubiquitin-dependent protein catabolic process; proteasome-mediated ubiquitin-dependent protein catabolic process; proteasomal protein catabolic process	NA
Parasite_Exposure_Response	srpk1b	SRSF protein kinase 1b	Culicoidibacter	-0.5044614904674029	0.01998001998001998	0.04995004995004995	0.5044614904674029	791187	ribonucleoprotein complex biogenesis; protein-RNA complex assembly; protein-RNA complex organization	NA
Parasite_Exposure_Response	ssbp1	single-stranded DNA binding protein 1	Culicoidibacter	-0.46088308049929777	0.055944055944055944	0.07172314864622557	0.46088308049929777	550504	DNA replication; mitochondrion organization	NA
Parasite_Exposure_Response	tardbpb	TAR DNA binding protein b	Culicoidibacter	-0.48679136312678506	0.016983016983016984	0.04995004995004995	0.48679136312678506	325052	NA	NA
Parasite_Exposure_Response	tars1	threonyl-tRNA synthetase 1	Culicoidibacter	-0.4086454540263741	0.03396603396603397	0.05069557308363279	0.4086454540263741	449661	NA	NA
Parasite_Exposure_Response	tuba8l4	tubulin, alpha 8 like 4	Culicoidibacter	-0.44823891950538364	0.016983016983016984	0.04995004995004995	0.44823891950538364	393154	NA	NA
Parasite_Exposure_Response	tubb2b	tubulin, beta 2b	Culicoidibacter	-0.3987948026676098	0.017982017982017984	0.04995004995004995	0.3987948026676098	641421	NA	NA
Parasite_Exposure_Response	tubb4b	tubulin, beta 4B class IVb	Culicoidibacter	-0.44988185504579625	0.027972027972027972	0.05069557308363279	0.44988185504579625	336681	NA	NA
Parasite_Exposure_Response	uchl5	ubiquitin carboxyl-terminal hydrolase L5	Culicoidibacter	-0.5233935318676488	0.025974025974025976	0.04995004995004995	0.5233935318676488	406357	modification-dependent protein catabolic process; modification-dependent macromolecule catabolic process; ubiquitin-dependent protein catabolic process	NA
Parasite_Exposure_Response	uqcc6	ubiquinol-cytochrome c reductase complex assembly factor 6	Culicoidibacter	-0.5205911891915773	0.03396603396603397	0.05069557308363279	0.5205911891915773	100190888	mitochondrial cytochrome c oxidase assembly; respiratory chain complex IV assembly; mitochondrion organization	NA
Parasite_Exposure_Response	uqcc6	ubiquinol-cytochrome c reductase complex assembly factor 6	Paucibacter	-0.6265688280818134	0.003996003996003996	0.0444000444000444	0.6265688280818134	100190888	mitochondrial cytochrome c oxidase assembly; respiratory chain complex IV assembly; mitochondrion organization	NA
Parasite_Exposure_Response	zgc:172339	zgc:172339	Gemmobacter	-0.26486892847094	0.01998001998001998	0.04995004995004995	0.26486892847094	564384	NA	NA
Parasite_Exposure_Response	zgc:77262	zgc:77262	Culicoidibacter	-0.5081089081114776	0.03196803196803197	0.05069557308363279	0.5081089081114776	402952	NA	NA
Parasite_Exposure_Response	zgc:85858	zgc:85858	Culicoidibacter	-0.4182340115059586	0.03296703296703297	0.05069557308363279	0.4182340115059586	405879	NA	NA
Parasite_Exposure_Response	znf692	zinc finger protein 692	Gemmobacter	-0.6922744629227724	0.028971028971028972	0.05069557308363279	0.6922744629227724	565874	NA	NA
