Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
Efferocytosis	0.03602866089144673	30	1.4433518793779319	0.08289439034468811	15	15		
Ether lipid metabolism	0.024961941509724295	11	1.602721638774552	0.563232968814422	5	6		
Fanconi anemia pathway	2.4756486641409945e-13	26	12.60631098891339	2.121209546197626	26	0		
Fatty acid degradation	0.024961941509724295	11	1.602721638774552	-1.6184926390567247	0	11		
Fatty acid metabolism	0.00984966876342763	15	2.006578374236846	-0.6429126741098976	3	12		
Folate transport and metabolism	4.004247947186964e-5	12	4.397479038395232	-1.34583006372731	1	11		
FoxO signaling pathway	4.440785205187004e-6	38	5.352540232558818	-0.027733553831440178	15	23		
Galactose metabolism	0.023980730063871962	8	1.6201375994738387	-1.312101340294142	1	7		
Glutathione metabolism	0.0035947116943252687	15	2.4443359354854315	-0.7993479198148383	3	12		
Glycerolipid metabolism	0.0025064530457274735	16	2.600940426767051	-0.5987823082825816	4	12		
Glycerophospholipid metabolism	2.025053265512661e-5	27	4.693563548936233	-0.3931460103756451	7	20		
Glycine, serine and threonine metabolism	0.053655209407850825	9	1.2703881058089246	-1.3023849768224827	1	8		
Glycolysis / Gluconeogenesis	9.307687014665555e-4	18	3.0311582289616967	-0.8148096806330198	4	14		
Glyoxylate and dicarboxylate metabolism	0.0419465882378573	8	1.3773033571172493	-1.504798268411031	1	7		
Herpes simplex virus 1 infection	0.010513476422856598	30	1.9782536548928389	0.9650749341061817	23	7		
Histidine metabolism	0.053655209407850825	6	1.2703881058089246	-1.8147023093519332	0	6		
Homologous recombination	2.309784694403265e-14	24	13.63642850079639	2.035585245895477	24	0		
Insulin signaling pathway	0.04279876016153012	25	1.3685688118934893	-0.6459260301218662	7	18		
Linoleic acid metabolism	3.932851868800352e-6	13	5.405292411020748	-0.18079235986751807	4	9		
Lysosome	5.724652198996669e-5	35	4.242250893729544	-0.8328981473796554	5	30		
Metabolism of xenobiotics by cytochrome P450	3.9770045401067085e-6	22	5.400443913227707	-1.7670591875008228	1	21		
Mismatch repair	4.850617101105963e-16	19	15.314203006437632	1.8819112203288784	19	0		
Mitophagy - animal	0.053655209407850825	20	1.2703881058089246	-0.9460960332873082	4	16		
Motor proteins	0.04279876016153012	33	1.3685688118934893	1.3565191416760354	26	7		
NOD-like receptor signaling pathway	0.07702318110797741	23	1.1133785486954828	1.3387197698132942	16	7		
Nucleocytoplasmic transport	4.712964131553249e-5	25	4.326705865465863	1.439691573586177	25	0		
Nucleotide excision repair	4.440785205187004e-6	19	5.352540232558818	1.6624364793627782	18	1		
Nucleotide metabolism	1.6903822727549185e-5	26	4.772015070431067	0.4203078139373486	14	12		
Oocyte meiosis	0.0054764465029255695	25	2.261501150411774	2.296843710151951	23	2		
PPAR signaling pathway	2.1226498286301832e-8	29	7.673121645041244	-1.5272595118680616	2	27		
Pentose and glucuronate interconversions	1.2149291401818068e-4	16	3.9154490512224167	-1.8700149757671094	0	16		
Peroxisome	0.022542876869365538	17	1.6469906611042904	-1.1538016437058018	2	15		
Polycomb repressive complex	0.03251495811231136	15	1.4879168011395134	1.199048666745162	13	2		
Porphyrin metabolism	2.2479506263379856e-4	19	3.648213231779331	-1.3996780825013049	2	17		
Primary bile acid biosynthesis	1.2651836576177147e-5	12	4.897846426503617	-1.9629208377192169	0	12		
Progesterone-mediated oocyte maturation	0.0034783868485796926	21	2.4586221196131377	2.389007148366873	20	1		
Proteasome	0.01094352562582762	12	1.9608427407839133	1.4020802378756072	12	0		
Purine metabolism	0.0060861173963310845	27	2.2156596747042636	0.012341412777894393	13	14		
Pyrimidine metabolism	1.190949234982962e-5	20	4.92410675021886	0.4409187841381803	11	9		
Pyruvate metabolism	0.009030803050272665	12	2.0442736290004295	-1.5957437643882333	1	11		
RNA degradation	0.0016377990066037253	18	2.7857393966408557	0.5551652789081322	11	7		
Retinol metabolism	1.3420129991009043e-6	26	5.872243277452831	-1.5110459618253482	1	25		
Sphingolipid metabolism	0.003589887316987615	16	2.4449191832819945	-1.3596942595404315	0	16		
Steroid hormone biosynthesis	4.440785205187004e-6	23	5.352540232558818	-1.4986766670645528	1	22		
Taurine and hypotaurine metabolism	0.018758527304859204	6	1.7268012602255436	-1.305987770414635	0	6		
Tryptophan metabolism	0.09164772070220778	9	1.0378783315611537	-1.6298812487609118	0	9		
Ubiquitin mediated proteolysis	0.009956184256343915	25	2.0019070746214047	1.4539590584385427	21	4		
Vitamin digestion and absorption	7.379211083819394e-4	12	3.1319900663962312	-1.742675728974874	0	12		
alpha-Linolenic acid metabolism	2.8914263451560075e-4	9	3.538887866234234	0.580970190175089	4	5		
beta-Alanine metabolism	0.0363814384277422	8	1.4391201340553457	-1.7180057781193891	0	8		
p53 signaling pathway	2.8845231130615386e-6	25	5.539925976783887	0.871002411359247	16	9		
