Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
fatty acid biosynthetic process	0.04995346932611084	19	1.3014343441374323	-0.4784004349981458	7	12		
fatty acid metabolic process	0.02173746143779823	39	1.6627911754258633	-0.9776485186702226	7	32		
female gamete generation	0.007412496164172272	21	2.130035518366871	4.078979028121937	19	2		
gamete generation	0.007085282292527843	38	2.1496428418675	2.9659763772479355	33	5		
glycosyl compound catabolic process	0.009249351326947278	8	2.0338887240183414	-0.9311382501238916	1	7		
glycosyl compound metabolic process	0.01801070729864476	14	1.7444692316631516	-0.10554768380658892	5	9		
homologous recombination	2.93333570199639e-4	14	3.532638231877376	2.3270750262061055	14	0		
innate immune response	7.754708668825807e-4	48	3.1104345132466324	0.6818282604360704	31	17		
interstrand cross-link repair	1.2676869828233778e-6	14	5.896987969178667	2.0737090438907138	13	1		
kinetochore assembly	6.419896390274744e-5	8	4.192471980886761	2.263389139057836	8	0		
kinetochore organization	1.2402673908925104e-5	9	4.906484674619775	2.30180337209419	9	0		
leukocyte activation	0.06218764665673408	39	1.2062958777150596	0.5624042708450135	28	11		
lipid catabolic process	3.0982966420561566e-4	46	3.5088770036715293	-0.676328169335253	8	38		
lipid homeostasis	0.00948180477536597	18	2.023108990786111	-1.5956185064224577	1	17		
long-chain fatty acid biosynthetic process	0.0019274878639286804	8	2.715008347723386	0.10898630127394796	4	4		
long-chain fatty acid metabolic process	0.058878005498392186	9	1.2300469102146065	-0.08849120248507959	4	5		
lymphocyte activation	0.08334332018741215	34	1.079129202338664	0.5427962952171973	24	10		
lymphocyte chemotaxis	0.0723266845238359	10	1.14070144263142	1.319491172715482	7	3		
mRNA transport	0.006769419718741305	18	2.1694485578657705	1.9267622428674998	18	0		
male gamete generation	0.048046254030828406	21	1.318340466833282	2.4967614322524714	18	3		
meiosis I	3.43517352726472e-5	19	4.4640513197310545	2.43250805761341	19	0		
meiosis I cell cycle process	1.106017275379267e-5	21	4.956238089538287	2.369408220121739	21	0		
meiotic cell cycle	9.66989073100412e-16	47	15.014578433382363	2.5993885908436916	47	0		
meiotic cell cycle process	4.269224053767993e-12	36	11.369651052326132	2.6220560943470144	36	0		
meiotic chromosome segregation	0.0014008337032282289	12	2.8536134179312063	3.2172172832808577	12	0		
meiotic nuclear division	2.666634262930813e-9	28	8.57403654504616	2.706944692238696	28	0		
metaphase chromosome alignment	4.1153976259114325e-5	13	4.3855881972933854	2.598338350676562	12	1		
metaphase/anaphase transition of cell cycle	3.2384262242235053e-7	16	6.489665992319394	2.196656179250911	15	1		
metaphase/anaphase transition of mitotic cell cycle	1.2676869828233778e-6	15	5.896987969178667	2.0929302119671895	14	1		
microtubule cytoskeleton organization	1.472142628788092e-7	88	6.8320501112656	2.040799036762271	78	10		
microtubule cytoskeleton organization involved in mitosis	1.4729263358395754e-5	29	4.831818972599573	2.7401748108662907	29	0		
microtubule organizing center organization	1.301397925020647e-4	23	3.8855898900509116	2.2452047250356073	22	1		
mismatch repair	0.0019274878639286804	8	2.715008347723386	2.0404554947944518	8	0		
mitochondrial transport	0.05172595106862187	17	1.286291515354212	0.4038171640386371	12	5		
mitotic DNA damage checkpoint signaling	1.8533404384949446e-5	14	4.732044798177228	2.4341136170428914	14	0		
mitotic DNA integrity checkpoint signaling	3.125459248639971e-7	17	6.505086159281149	2.466621816958261	17	0		
mitotic DNA replication	7.834640217552502e-6	10	5.105980942414187	2.238541012624201	10	0		
mitotic G2 DNA damage checkpoint signaling	0.002123126789906463	7	2.673024069652875	2.62773504028776	7	0		
mitotic G2/M transition checkpoint	9.946076293553381e-5	11	4.002348213740214	2.5585278607174127	11	0		
mitotic cell cycle checkpoint signaling	1.710492692030489e-10	28	9.766878776970069	2.586074021530563	28	0		
mitotic cell cycle phase transition	2.0368564401876764e-12	52	11.691039579459048	2.235213966638902	49	3		
mitotic cell cycle process	5.066988391153247e-31	124	30.295250090709104	2.3682441420507003	118	6		
mitotic intra-S DNA damage checkpoint signaling	0.009249351326947278	6	2.0338887240183414	2.0398298335246774	6	0		
mitotic metaphase chromosome alignment	4.430395385823316e-4	8	3.353557513908115	2.6521891175518073	7	1		
mitotic nuclear division	1.2898330621469855e-19	56	18.889466495033997	2.495343396616935	54	2		
mitotic sister chromatid segregation	8.086326314173471e-20	44	19.092248737206468	2.5406491393573223	43	1		
mitotic sister chromatid separation	4.8001747981166307e-05	12	4.318742947525395	2.474704965875241	12	0		
mitotic spindle assembly	0.0014008337032282289	12	2.8536134179312063	2.508624249719144	12	0		
mitotic spindle assembly checkpoint signaling	4.8001747981166307e-05	10	4.318742947525395	2.6694072466037744	10	0		
mitotic spindle checkpoint signaling	4.8001747981166307e-05	10	4.318742947525395	2.6694072466037744	10	0		
mitotic spindle organization	3.9839808159548756e-7	26	6.3996827614995935	2.8028881749717796	26	0		
monocarboxylic acid biosynthetic process	0.00948180477536597	24	2.023108990786111	-0.7541308919575349	8	16		
monocarboxylic acid metabolic process	0.014446457391510532	57	1.840238638993626	-0.9460796679915898	12	45		
monocarboxylic acid transport	0.09405457701833304	19	1.0266200653401958	-0.9586162833383255	4	15		
monocyte chemotaxis	0.04883397673728452	10	1.3112779080170116	1.319491172715482	7	3		
multicellular organism reproduction	0.018472177262685224	38	1.7334819124946987	2.9659763772479355	33	5		
multicellular organismal reproductive process	0.009375532067293073	38	2.0280040764181138	2.9659763772479355	33	5		
ncRNA 5'-end processing	0.08506337979729274	6	1.0702573655891547	0.5308712415463377	5	1		
ncRNA metabolic process	0.011067083880807642	72	1.9559667983905864	1.2133579003667292	65	7		
ncRNA processing	0.009239499586301289	60	2.034351549644953	1.3047062113723884	55	5		
negative regulation of G2/M transition of mitotic cell cycle	3.836493702030167e-4	12	3.4160655103984214	2.4766738238166504	12	0		
negative regulation of cell cycle	4.321543615394939e-12	50	11.364361099503022	1.9704064463201143	43	7		
negative regulation of cell cycle G2/M phase transition	6.064481936159938e-4	12	3.2172062932107344	2.4766738238166504	12	0		
negative regulation of cell cycle phase transition	9.808384942497752e-12	39	11.00840249805384	2.3356658636845236	38	1		
negative regulation of cell cycle process	1.1726078109339378e-12	44	11.930847217234447	2.313401116679431	42	2		
negative regulation of chromosome organization	4.8001747981166307e-05	12	4.318742947525395	2.5455717488842313	12	0		
negative regulation of chromosome segregation	1.106017275379267e-5	11	4.956238089538287	2.767874377685862	11	0		
negative regulation of chromosome separation	1.106017275379267e-5	11	4.956238089538287	2.767874377685862	11	0		
negative regulation of metaphase/anaphase transition of cell cycle	1.106017275379267e-5	11	4.956238089538287	2.767874377685862	11	0		
negative regulation of mitotic cell cycle	8.55459010232336e-9	35	8.067800795072491	2.2617984165913114	32	3		
negative regulation of mitotic cell cycle phase transition	2.89564245885999e-8	25	7.538255063928722	2.330967117133279	24	1		
negative regulation of mitotic metaphase/anaphase transition	4.8001747981166307e-05	10	4.318742947525395	2.6694072466037744	10	0		
negative regulation of mitotic nuclear division	1.7679406765847168e-4	11	3.752532311870544	2.7457843923594494	11	0		
negative regulation of mitotic sister chromatid segregation	4.8001747981166307e-05	10	4.318742947525395	2.6694072466037744	10	0		
negative regulation of mitotic sister chromatid separation	4.8001747981166307e-05	10	4.318742947525395	2.6694072466037744	10	0		
negative regulation of nuclear division	1.409299887838359e-4	12	3.850996582635551	2.84688677147825	12	0		
negative regulation of sister chromatid segregation	4.8001747981166307e-05	10	4.318742947525395	2.6694072466037744	10	0		
non-membrane-bounded organelle assembly	7.245290157635479e-4	53	3.1399442173237038	1.7601755162914523	47	6		
nuclear DNA replication	1.679966594021953e-7	13	6.774699354093288	2.2182000392145342	13	0		
nuclear chromosome segregation	3.7340601045897597e-25	62	24.427818695791977	2.531903859952559	60	2		
nuclear division	7.801205056942002e-27	80	26.107838306391937	2.5349738561373307	78	2		
nuclear export	0.06658880496794738	17	1.176598779077769	1.7198652193690556	16	1		
nuclear transport	0.06022462779073612	25	1.2202258754131214	1.419640603459993	22	3		
nucleic acid transport	0.012315121467262196	20	1.9095613002437537	1.8602144102751674	20	0		
nucleobase-containing compound transport	0.09331887119778405	23	1.0300305231523796	1.5753377814246343	21	2		
nucleocytoplasmic transport	0.06022462779073612	25	1.2202258754131214	1.419640603459993	22	3		
nucleotide-excision repair	0.007748232066582926	12	2.1107973802442177	1.5950802968378228	11	1		
nucleus organization	0.08506337979729274	11	1.0702573655891547	1.7121162832624535	11	0		
olefinic compound metabolic process	0.059581808781065775	12	1.2248863166343693	0.3270789743847481	5	7		
oogenesis	0.022441337905583496	18	1.6489512549162535	4.159589490660057	16	2		
organelle fission	1.8859498210996603e-24	83	23.724469866587786	2.4398024515301864	79	4		
organic acid biosynthetic process	0.008708131274687014	38	2.0600750326118282	-0.9544987516887182	10	28		
organic acid transport	0.011353545161691105	39	1.9448685081839188	-1.0127484151809654	9	30		
organic anion transport	0.05756333379948163	44	1.2398540616987497	-1.1048667560993555	9	35		
organic hydroxy compound catabolic process	0.03518342976992345	9	1.453661826687881	-1.060386110350705	2	7		
organic hydroxy compound metabolic process	0.038909839243648284	43	1.4099405634841193	-1.0478022830932026	7	36		
organophosphate catabolic process	0.018444588163565437	21	1.7341310373896182	0.0778264399168598	7	14		
peptide catabolic process	0.08585439689750757	5	1.066237458226688	0.22005185738592808	3	2		
positive regulation of cell cycle	0.02173746143779823	13	1.6627911754258633	1.8896654123078664	11	2		
positive regulation of cell cycle process	0.008771231674175674	13	2.056939417838097	1.8896654123078664	11	2		
positive regulation of cytokine production	0.06985066367788814	12	1.1558294631321147	1.1018987882850757	9	3		
positive regulation of hydrolase activity	0.05448245251978405	39	1.2637433509514462	0.6344822461416622	24	15		
positive regulation of immune response	0.043147434699818736	32	1.365045019852164	0.21306526517876945	20	12		
protein localization to chromosome	0.013692088893577831	9	1.8635302899413322	2.1189399295827696	9	0		
protein localization to cytoskeleton	0.059581808781065775	7	1.2248863166343693	1.4121038752987007	6	1		
protein monoubiquitination	0.019937901958022673	7	1.7003205439176652	1.0804028642117507	5	2		
protein-DNA complex assembly	2.3088384646223812e-4	26	3.636606450962077	2.245373449394689	26	0		
protein-DNA complex organization	9.865593696235926e-6	80	5.0058767744522505	1.7678955776041536	75	5		
purine nucleobase metabolic process	0.06758151089507296	8	1.1701721030900074	-0.04174410575282678	4	4		
rRNA metabolic process	0.0717150614424473	34	1.1443896251631305	0.9931724176770368	31	3		
rRNA processing	0.02130735452162583	34	1.6714704680699621	0.9931724176770368	31	3		
reciprocal homologous recombination	1.9456991446868677e-4	14	3.7109243120139737	2.3270750262061055	14	0		
reciprocal meiotic recombination	1.9456991446868677e-4	14	3.7109243120139737	2.3270750262061055	14	0		
recombinational repair	3.6919965484099875e-16	45	15.432738713661076	2.2934597536170203	45	0		
regulation of DNA metabolic process	0.006769419718741305	27	2.1694485578657705	2.0912958709778606	26	1		
regulation of DNA replication	5.190063563146199e-4	11	3.2848273232778227	2.4604250227083404	11	0		
regulation of G2/M transition of mitotic cell cycle	3.0200869480215737e-5	16	4.51998055356523	2.4186305577234926	16	0		
regulation of T cell activation	0.08560232208236476	19	1.0675144543195831	0.6169294021231317	13	6		
regulation of cell cycle	2.091718833591222e-11	117	10.679496693239916	1.937517881721799	102	15		
regulation of cell cycle G2/M phase transition	1.409299887838359e-4	16	3.850996582635551	2.4186305577234926	16	0		
regulation of cell cycle phase transition	1.7189542159581096e-13	52	12.76473569051571	2.1901738303683884	50	2		
regulation of cell cycle process	5.611086377674709e-16	77	15.250953045668536	2.2179373546300765	72	5		
regulation of chromosome organization	7.588216961479046e-7	23	6.119860260304977	1.9577064283337198	21	2		
regulation of chromosome segregation	1.0645411727615628e-7	20	6.97283753689606	2.060929963331179	18	2		
regulation of chromosome separation	1.409299887838359e-4	12	3.850996582635551	2.636795595875814	12	0		
regulation of cyclin-dependent protein kinase activity	6.34867290700346e-4	13	3.1973170478418296	2.5529136719715826	12	1		
regulation of cyclin-dependent protein serine/threonine kinase activity	6.34867290700346e-4	13	3.1973170478418296	2.5529136719715826	12	1		
regulation of innate immune response	0.07204925327743668	20	1.142370515879406	0.16468334320169845	11	9		
regulation of leukocyte activation	0.08560232208236476	23	1.0675144543195831	0.5930018869946206	16	7		
regulation of lymphocyte activation	0.08585439689750757	21	1.066237458226688	0.5491761404080848	14	7		
regulation of meiotic cell cycle	0.06263731965613423	6	1.2031668346579043	3.1690576963309383	6	0		
regulation of metaphase/anaphase transition of cell cycle	2.6589572426710216e-6	14	5.575288646279316	2.2898404684787788	13	1		
regulation of mitotic cell cycle	1.0998983453821701e-4	61	3.958647451277813	1.9203901364569809	54	7		
regulation of mitotic cell cycle phase transition	1.91887154522509e-9	36	8.716954097211977	2.112844214325613	34	2		
regulation of mitotic metaphase/anaphase transition	1.1688227263596665e-5	13	4.932251352655004	2.177324682322782	12	1		
regulation of mitotic nuclear division	2.35684431697752e-6	18	5.627669104158166	2.4246170516965493	17	1		
regulation of mitotic sister chromatid segregation	4.9193773055162054e-5	11	4.308089866723124	2.3259364023832285	10	1		
regulation of mitotic sister chromatid separation	1.7679406765847168e-4	11	3.752532311870544	2.5353637692730024	11	0		
regulation of nuclear division	5.197398156550364e-7	20	6.2842140119496515	2.542926080739511	19	1		
regulation of organelle organization	0.005086540646736094	79	2.293577480688957	1.3617110792731835	58	21		
regulation of protein serine/threonine kinase activity	0.08821249317432824	16	1.0544699031624767	2.226258124548557	14	2		
regulation of response to biotic stimulus	0.0723266845238359	21	1.14070144263142	0.25332369630863005	12	9		
regulation of sister chromatid segregation	7.190959548654989e-8	18	7.143213154278993	2.0166443542242005	16	2		
regulation of type I interferon production	0.08585439689750757	5	1.066237458226688	1.5714011503814473	4	1		
replication fork processing	5.947763820906346e-7	14	6.225646285159092	2.0887103122719064	14	0		
reproduction	1.824989196889695e-8	83	7.738739702026728	2.562045643560795	76	7		
reproductive process	1.180490316057551e-8	83	7.9279375712282185	2.562045643560795	76	7		
resolution of meiotic recombination intermediates	0.02796345167046381	6	1.5534092224501461	2.17471347057942	6	0		
response to biotic stimulus	5.106227476904793e-7	104	6.291899841751913	0.6909531286037982	65	39		
response to chemokine	0.01801070729864476	14	1.7444692316631516	1.2578075780054812	10	4		
response to estrogen	0.0723266845238359	10	1.14070144263142	-1.6613472105298728	0	10		
response to external biotic stimulus	6.008692921677011e-7	103	6.2212199903333945	0.7105379202733975	65	38		
response to ketone	0.07766569479522144	7	1.109770768213557	-1.8180062413250748	0	7		
response to lipid	0.06471861876520352	35	1.188970760077049	-0.9169909257955726	7	28		
response to other organism	6.008692921677011e-7	103	6.2212199903333945	0.7105379202733975	65	38		
response to type II interferon	0.005086540646736094	13	2.293577480688957	1.1105379472880645	9	4		
response to virus	8.959510262389111e-5	29	4.047715728748013	0.1106770492701428	15	14		
response to xenobiotic stimulus	9.521289183149372e-7	31	6.021304244134225	-1.9876881797925758	0	31		
ribonucleoprotein complex biogenesis	0.003742993801071497	64	2.426780892138229	1.101925264128068	59	5		
ribosome biogenesis	0.020158051222259995	46	1.695551455576101	1.0414188230803414	41	5		
serine family amino acid catabolic process	0.08506337979729274	6	1.0702573655891547	-1.4815742924651627	0	6		
serine family amino acid metabolic process	0.04883397673728452	10	1.3112779080170116	-0.8866784833049566	2	8		
sexual reproduction	2.5257836551406273e-11	80	10.597603851485532	2.63610193254988	74	6		
signal transduction in response to DNA damage	3.9839808159548756e-7	25	6.3996827614995935	2.108992710805918	25	0		
sister chromatid segregation	5.531235644904389e-24	51	23.257177839071662	2.426541395583855	49	2		
small molecule biosynthetic process	0.0013228639241648506	64	2.878484827032238	-0.7376201778424762	19	45		
spindle assembly	1.7921602833078333e-8	25	7.746623151457811	2.2230664112194516	24	1		
spindle assembly checkpoint signaling	4.8001747981166307e-05	10	4.318742947525395	2.6694072466037744	10	0		
spindle checkpoint signaling	4.8001747981166307e-05	10	4.318742947525395	2.6694072466037744	10	0		
spindle elongation	6.419896390274744e-5	8	4.192471980886761	2.6304202276195165	8	0		
spindle midzone assembly	9.186131513328327e-4	7	3.03686734129302	2.0433001879789185	6	1		
spindle organization	3.399266036660099e-12	41	11.468614844910272	2.4960087517295557	40	1		
spliceosomal snRNP assembly	2.474672824202835e-6	15	5.606482210886287	1.2048755201707804	15	0		
steroid catabolic process	0.009249351326947278	6	2.0338887240183414	-2.0078917550511495	0	6		
steroid metabolic process	0.02255618888136596	26	1.6467342773665574	-1.366992311623771	3	23		
sterol homeostasis	0.08560232208236476	9	1.0675144543195831	-1.5640875284385087	1	8		
sterol metabolic process	0.031162540286103425	18	1.5063671470434497	-1.0407283224458668	3	15		
telomere maintenance	0.00213821236294886	15	2.6699491637311947	1.7324699687168563	15	0		
telomere maintenance via telomerase	0.08506337979729274	6	1.0702573655891547	1.683768792407787	6	0		
telomere maintenance via telomere lengthening	0.0965004569884744	7	1.0154706300022924	1.6522980583254212	7	0		
telomere organization	0.0028848086219610282	15	2.539882992623718	1.7324699687168563	15	0		
type I interferon production	0.08585439689750757	5	1.066237458226688	1.5714011503814473	4	1		
xenobiotic metabolic process	1.8670659742097204e-7	22	6.728840335650815	-2.0921873894883984	0	22		
