Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
centromere complex assembly	1.130262400222515e-8	13	7.946820719579073	2.225938646849881	13	0		
centrosome cycle	8.439033429501738e-5	18	4.073707292743128	2.002092213495947	17	1		
centrosome duplication	0.04471025547416218	9	1.3495928485685167	1.5958533896292693	8	1		
chemokine-mediated signaling pathway	0.007630645024151514	12	2.1174387492548776	1.6296246529792446	9	3		
cholesterol efflux	4.084885260041059e-4	9	3.3888201378172114	-1.4656752883268278	1	8		
cholesterol homeostasis	0.0031352232810963284	10	2.5037315245956187	-1.3456781616358198	1	9		
cholesterol metabolic process	0.006591862828697394	15	2.180991838531757	-0.8548022325841559	2	13		
cholesterol transport	0.009190494976104913	11	2.0366610980151734	-1.4704706072682567	1	10		
chromatin organization	0.020176704611800822	47	1.695149764054415	1.3777760598283042	42	5		
chromosome condensation	0.005410031947565921	10	2.266800170270395	2.3849323216328795	10	0		
chromosome localization	0.0011696679617882412	11	2.9319374056289282	2.143291427686293	10	1		
chromosome organization	1.977982340964168e-32	94	31.703777590016923	2.083212639111904	92	2		
chromosome segregation	6.834039930973444e-32	79	31.16532248796764	2.2724075725033925	77	2		
chromosome separation	3.661881290239274e-6	13	5.436295738633358	2.3699210027479602	13	0		
cytokine-mediated signaling pathway	0.011738839086645352	28	1.9303748505495153	0.7904088086263719	18	10		
cytokinetic process	0.04471025547416218	7	1.3495928485685167	1.7104226188710545	6	1		
defense response	2.770009678560674e-4	74	3.557518713484956	0.6807010053236675	46	28		
defense response to other organism	1.5474486569089914e-6	66	5.810383751607373	0.7415746156235649	42	24		
defense response to symbiont	6.439145105996254e-6	24	5.191171787980807	-0.018112703639118276	13	11		
defense response to virus	6.439145105996254e-6	24	5.191171787980807	-0.018112703639118276	13	11		
deoxyribonucleotide metabolic process	0.003345946170210515	7	2.475481050273979	1.4639996962851434	6	1		
deoxyribose phosphate metabolic process	0.005766167699441432	6	2.2391127310281203	1.3421015330119395	5	1		
developmental process involved in reproduction	0.014151603516229046	30	1.8491943475040704	2.0019886482476457	22	8		
double-strand break repair	1.3242846019891187e-13	48	12.878018670643367	2.0556041511601615	48	0		
double-strand break repair via break-induced replication	3.2467378542707313e-10	12	9.488552775445353	2.4055409211068763	12	0		
double-strand break repair via homologous recombination	4.454122717566259e-16	39	15.351237821691818	2.1023917790005795	39	0		
egg coat formation	0.01411373094367738	6	1.8503581659716033	4.608921617436293	6	0		
establishment of chromosome localization	8.473408887922394e-4	11	3.071941836023921	2.143291427686293	10	1		
establishment of protein localization to mitochondrion	0.08864677974314027	10	1.0523370363201017	1.2679995192197933	10	0		
fatty acid transport	0.01251319708087999	13	1.9026317153110632	-0.38641954532752104	4	9		
female gamete generation	0.008598764818742019	17	2.065563929097238	3.3564054711726676	15	2		
fluid transport	0.065794898019709	6	1.1818077818844357	-1.8681509018616005	0	6		
gamete generation	0.004286064086487436	31	2.3679413395471585	1.9926650745429626	23	8		
germ cell development	0.04838912852929335	19	1.3152521993075181	2.81575817047996	15	4		
granulocyte chemotaxis	0.01455286355927196	17	1.8370515423737181	1.680716621492721	13	4		
homologous recombination	9.045466134441151e-6	14	5.0435690479971544	1.9681686483537406	14	0		
innate immune response	0.001149239632389468	38	2.9395894054513567	0.8746456014994706	25	13		
interstrand cross-link repair	2.9331258939657128e-5	11	4.532669296078012	2.118510366609281	11	0		
kinetochore assembly	1.232294081204849e-4	7	3.9092856374608362	2.081029631414423	7	0		
kinetochore organization	1.852321106646676e-5	8	4.732283724588992	2.125156693880109	8	0		
leukocyte chemotaxis	0.042895762074766704	18	1.3675856122082324	1.6547058110505608	14	4		
lipid catabolic process	0.023833692076626535	31	1.622808675895081	-0.8250930154055581	6	25		
lipid homeostasis	8.029615578686197e-4	17	3.095305246259513	-1.2605283657544042	2	15		
lipid localization	0.008213868406182193	41	2.085452259228498	-0.9477931731311291	8	33		
lipid transport	0.004286064086487436	40	2.3679413395471585	-0.9308398135283251	8	32		
lymphocyte activation	0.06701115765386303	27	1.1738528793280474	0.32317501383474434	19	8		
lymphocyte chemotaxis	0.031102080729384616	9	1.5072105556978466	2.0107526678236294	7	2		
lymphocyte migration	0.04471025547416218	11	1.3495928485685167	1.936130296344	9	2		
mRNA transport	0.09563576639481769	12	1.0193796574837504	1.7975658407356856	12	0		
male gamete generation	0.04097233201238328	17	1.3875093167086308	0.967230526728257	11	6		
meiosis I	4.55873269438777e-5	16	4.341155872320041	2.0160371081885202	16	0		
meiosis I cell cycle process	9.161153411453714e-6	18	5.038049844160223	1.9565455151113875	18	0		
meiotic cell cycle	2.33285537573157e-13	38	12.63211218425323	2.1092257596060957	38	0		
meiotic cell cycle process	8.399738535783908e-12	31	11.075734232299256	2.1638432795195404	31	0		
meiotic chromosome segregation	0.0099175259397094	9	2.0035966549367035	2.445781675233602	9	0		
meiotic nuclear division	2.8455612537790577e-8	23	7.545832061297294	2.221762483627497	23	0		
metaphase chromosome alignment	7.932700286526805e-5	11	4.1005789539284265	2.143291427686293	10	1		
metaphase/anaphase transition of cell cycle	4.7631203890322447e-7	14	6.322108441450486	2.1417741207531704	14	0		
metaphase/anaphase transition of mitotic cell cycle	2.4778996819787445e-6	13	5.605916280060429	2.0464474843724623	13	0		
microtubule cytoskeleton organization	2.9491097124425306e-6	67	5.530309070573978	1.8378811105822528	58	9		
microtubule cytoskeleton organization involved in mitosis	5.613853075554133e-6	25	5.250738957806154	2.4144525148325453	25	0		
microtubule organizing center organization	4.899795067307184e-5	20	4.309822083848803	2.0023783278940273	19	1		
microtubule polymerization or depolymerization	0.08739718069066549	12	1.0585025768648582	1.84222020035688	10	2		
mismatch repair	0.0020518691048564282	7	2.687850347679007	1.8641997378055932	7	0		
mitochondrial transport	0.09244086067917502	13	1.0341360196352012	0.6476490441430629	10	3		
mitotic DNA damage checkpoint signaling	3.661881290239274e-6	13	5.436295738633358	2.25235713903875	13	0		
mitotic DNA integrity checkpoint signaling	3.0190801223177534e-7	15	6.520125361233695	2.3191483560717407	15	0		
mitotic DNA replication	1.55107687558709e-8	11	7.809366676837661	2.3117390322289957	11	0		
mitotic G2 DNA damage checkpoint signaling	0.003345946170210515	6	2.475481050273979	2.5987805312426695	6	0		
mitotic G2/M transition checkpoint	4.084885260041059e-4	9	3.3888201378172114	2.511242859588024	9	0		
mitotic cell cycle checkpoint signaling	7.294280551194414e-11	25	10.137017536951431	2.303059329626098	25	0		
mitotic cell cycle phase transition	6.80458300803173e-13	45	12.167198483665587	2.136712387757202	43	2		
mitotic cell cycle process	1.3344351976492616e-36	114	35.87470251141313	2.203841756722162	109	5		
mitotic cytokinesis	0.04224064192419976	10	1.3742694905211328	2.036600338450031	9	1		
mitotic intra-S DNA damage checkpoint signaling	0.0017895086678945574	6	2.7472661936642204	1.777353149241602	6	0		
mitotic metaphase chromosome alignment	6.147342880396234e-4	7	3.2113125625565373	1.936756889061544	6	1		
mitotic nuclear division	2.0084222307916147e-22	52	21.697144980159326	2.277506647737265	50	2		
mitotic recombination	0.038246026144706194	5	1.4174136824209913	1.7271476973508024	5	0		
mitotic sister chromatid segregation	6.449132355716743e-22	41	21.190498709933866	2.3115991969772405	40	1		
mitotic sister chromatid separation	1.6662961308134933e-5	11	4.778247814123968	2.225542957310162	11	0		
mitotic spindle assembly	0.0099175259397094	9	2.0035966549367035	2.026136014196717	9	0		
mitotic spindle assembly checkpoint signaling	2.9491097124425306e-6	10	5.530309070573978	2.278925789957634	10	0		
mitotic spindle checkpoint signaling	2.9491097124425306e-6	10	5.530309070573978	2.278925789957634	10	0		
mitotic spindle organization	1.2149168886429812e-7	23	6.915453430739179	2.44595360644198	23	0		
monocarboxylic acid biosynthetic process	0.06595127994749556	17	1.1807767714786417	-1.1832426268631293	3	14		
monocarboxylic acid metabolic process	0.03208210703285204	43	1.4937371166132203	-0.7532347875332165	11	32		
monocarboxylic acid transport	0.0039186280063862435	19	2.4068659619471786	-0.641487981948729	5	14		
monocyte chemotaxis	0.020176704611800822	9	1.695149764054415	2.0107526678236294	7	2		
mononuclear cell migration	0.08864677974314027	11	1.0523370363201017	1.936130296344	9	2		
monosaccharide metabolic process	0.028634319584469325	18	1.5431131322370926	-0.8505822411775907	3	15		
multicellular organism reproduction	0.010164315076061947	31	1.9929218810405755	1.9926650745429626	23	8		
multicellular organismal reproductive process	0.005632891788586399	31	2.2492685917561652	1.9926650745429626	23	8		
negative regulation of DNA metabolic process	0.03306122589478594	11	1.480681047029839	1.7423179401490292	11	0		
negative regulation of G2/M transition of mitotic cell cycle	8.029615578686197e-4	10	3.095305246259513	2.4192961137767366	10	0		
negative regulation of cell cycle	2.099041837849156e-10	40	9.677978905026013	1.908493333176576	36	4		
negative regulation of cell cycle G2/M phase transition	0.0011538251774212346	10	2.937859988609103	2.4192961137767366	10	0		
negative regulation of cell cycle phase transition	3.683466534462357e-11	33	10.433743271503234	2.1371188191969233	32	1		
negative regulation of cell cycle process	5.6122376961680444e-12	37	11.250863943497553	2.1093660211839045	35	2		
negative regulation of chromosome organization	2.0317483789593244e-6	12	5.692130078079033	2.2013996037321033	12	0		
negative regulation of chromosome segregation	4.999087437731545e-7	11	6.301109267049726	2.379116208479883	11	0		
negative regulation of chromosome separation	4.999087437731545e-7	11	6.301109267049726	2.379116208479883	11	0		
negative regulation of metaphase/anaphase transition of cell cycle	4.999087437731545e-7	11	6.301109267049726	2.379116208479883	11	0		
negative regulation of mitotic cell cycle	6.4275225243159946e-9	30	8.191956392760714	2.050279270475608	28	2		
negative regulation of mitotic cell cycle phase transition	2.3640752458105814e-9	23	8.626338704474263	2.1229845443933617	22	1		
negative regulation of mitotic metaphase/anaphase transition	2.9491097124425306e-6	10	5.530309070573978	2.278925789957634	10	0		
negative regulation of mitotic nuclear division	9.161153411453714e-6	11	5.038049844160223	2.359858958357026	11	0		
negative regulation of mitotic sister chromatid segregation	2.9491097124425306e-6	10	5.530309070573978	2.278925789957634	10	0		
negative regulation of mitotic sister chromatid separation	2.9491097124425306e-6	10	5.530309070573978	2.278925789957634	10	0		
negative regulation of nuclear division	6.015285228582629e-6	12	5.220743774764268	2.422413311078127	12	0		
negative regulation of organelle organization	0.03159966012783777	20	1.5003175884385074	1.8538315927662503	17	3		
negative regulation of sister chromatid segregation	2.9491097124425306e-6	10	5.530309070573978	2.278925789957634	10	0		
neutrophil chemotaxis	0.005601559424679324	17	2.2516910524126783	1.680716621492721	13	4		
neutrophil migration	0.07282722136885574	17	1.1377062596900218	1.680716621492721	13	4		
non-membrane-bounded organelle assembly	0.012211648880889738	38	1.9132256913766759	1.628148455876103	33	5		
nuclear DNA replication	1.3790144110564315e-10	14	9.860431195311037	2.21369347801551	14	0		
nuclear chromosome segregation	1.8289445680778714e-26	56	25.737799456985428	2.291654840195552	55	1		
nuclear division	8.650325273909887e-29	72	28.062967561667186	2.268594127150131	70	2		
nucleotide-excision repair	0.008749581548298026	10	2.0580127167617692	1.7205228958104835	10	0		
oogenesis	0.00604207771749605	16	2.2188136928226507	3.4474181630628764	14	2		
organelle fission	2.325442014417376e-26	74	25.633494485278472	2.218563731191216	71	3		
organic acid biosynthetic process	0.06307596999299556	27	1.2001360621046198	-1.459044633635848	3	24		
organic acid transport	2.5869163713503496e-4	36	3.5872176107299683	-0.7516128175224998	9	27		
organic anion transport	0.0020564616628637555	40	2.686879382319122	-0.8809503078637044	9	31		
organic hydroxy compound catabolic process	0.004286064086487436	9	2.3679413395471585	-0.9191349340750271	2	7		
organic hydroxy compound metabolic process	0.00553786898993191	37	2.2566573226284814	-0.8950760332034591	6	31		
organic hydroxy compound transport	0.09458787137321235	17	1.0241645478834198	-1.4821546947795081	2	15		
organophosphate catabolic process	0.09145652446048887	15	1.038785306741815	0.13313059186831352	6	9		
phosphatidylcholine biosynthetic process	0.09996219911543648	4	1.00016419819191	-1.1364362619360402	0	4		
positive regulation of DNA metabolic process	0.09825659697747725	9	1.0076382813114777	1.5965955134358132	8	1		
positive regulation of acrosome reaction	0.009190494976104913	6	2.0366610980151734	4.608921617436293	6	0		
positive regulation of cell cycle	0.005057943861435068	12	2.296025995237615	1.6907057841143356	10	2		
positive regulation of cell cycle process	0.0019495285693053195	12	2.710070396074488	1.6907057841143356	10	2		
positive regulation of endopeptidase activity	0.05339471276148504	9	1.2725017454470167	1.0696348325285534	8	1		
positive regulation of immune response	0.04946097085406965	25	1.305737363259253	-0.21593997559866823	15	10		
positive regulation of peptidase activity	0.08864677974314027	11	1.0523370363201017	1.1502264791776007	10	1		
postreplication repair	0.05110864120209959	6	1.2915056652446197	2.563463586492293	6	0		
protein localization to chromosome	0.008129477461003435	8	2.0899373686858844	1.9838108370835574	8	0		
protein localization to mitochondrion	0.08864677974314027	10	1.0523370363201017	1.2679995192197933	10	0		
protein monoubiquitination	0.020176704611800822	6	1.695149764054415	1.1614802304171403	5	1		
protein-DNA complex assembly	1.430263607841282e-4	22	3.8445839115697997	2.01198414237777	22	0		
protein-DNA complex organization	1.3225571376994423e-4	60	3.8785855563048424	1.515743214696112	55	5		
pyruvate metabolic process	0.08739718069066549	12	1.0585025768648582	0.2614838472932746	7	5		
reciprocal homologous recombination	3.727045885829158e-5	13	4.4286352603613395	2.039717603465787	13	0		
reciprocal meiotic recombination	3.727045885829158e-5	13	4.4286352603613395	2.039717603465787	13	0		
recombinational repair	9.369856313032428e-17	40	16.028267068977282	2.1065144912382356	40	0		
regulation of DNA metabolic process	1.2119557579057924e-5	28	4.91651323367475	1.765388665950538	27	1		
regulation of DNA replication	3.3769667609101345e-6	12	5.4714732140534705	2.1335137503606236	12	0		
regulation of G2/M transition of mitotic cell cycle	2.010858630892987e-5	14	4.696618460472968	2.255271610189824	14	0		
regulation of T cell activation	0.09858961069782661	15	1.0061688482873172	0.21934286097311811	11	4		
regulation of acrosome reaction	0.009190494976104913	6	2.0366610980151734	4.608921617436293	6	0		
regulation of cell cycle	2.3695712548473746e-11	95	10.625330227195962	1.7464356495985647	82	13		
regulation of cell cycle G2/M phase transition	8.439033429501738e-5	14	4.073707292743128	2.255271610189824	14	0		
regulation of cell cycle phase transition	3.962981532165565e-13	44	12.401977951510695	2.0525868751422047	43	1		
regulation of cell cycle process	3.5916291189838024e-17	67	16.444708516073447	2.053929714270665	63	4		
regulation of chromosome organization	1.55107687558709e-8	22	7.809366676837661	1.8233437891286355	21	1		
regulation of chromosome segregation	3.8557620792381447e-8	18	7.41388977219189	1.9577666556308626	17	1		
regulation of chromosome separation	4.8633998980205897e-5	11	4.313060018656533	2.379116208479883	11	0		
regulation of cyclin-dependent protein kinase activity	0.05515350260476646	8	1.2584269018344973	2.613010194970191	7	1		
regulation of cyclin-dependent protein serine/threonine kinase activity	0.05515350260476646	8	1.2584269018344973	2.613010194970191	7	1		
regulation of double-strand break repair via homologous recombination	0.09573429354547128	5	1.0189324631667225	1.9232447857666939	5	0		
regulation of lymphocyte activation	0.03511973095325812	18	1.4544488198149936	0.2521509553080838	13	5		
regulation of meiotic cell cycle	0.01411373094367738	6	1.8503581659716033	2.6935488907100025	6	0		
regulation of metaphase/anaphase transition of cell cycle	6.015285228582629e-6	12	5.220743774764268	2.267975657924608	12	0		
regulation of mitotic cell cycle	9.161153411453714e-6	52	5.038049844160223	1.6937075312725896	46	6		
regulation of mitotic cell cycle phase transition	2.573783181689985e-10	32	9.589428041332837	2.008149573646252	31	1		
regulation of mitotic metaphase/anaphase transition	2.9331258939657128e-5	11	4.532669296078012	2.1667897728539023	11	0		
regulation of mitotic nuclear division	1.3699507024395052e-6	16	5.863295060612718	2.238182079729252	15	1		
regulation of mitotic sister chromatid segregation	2.7874572931823873e-6	11	5.554791777747303	1.979048463153683	10	1		
regulation of mitotic sister chromatid separation	8.297497602081298e-5	10	4.081052864427404	2.278925789957634	10	0		
regulation of nuclear division	1.6516940159219685e-7	18	6.782070404657809	2.3247002497598666	17	1		
regulation of organelle organization	0.001494963033187428	64	2.8253695462567463	1.3404729170657856	49	15		
regulation of sister chromatid segregation	5.764412391582351e-8	16	7.239244956903507	1.9489442999808755	15	1		
regulation of telomere maintenance	0.0535184826718686	5	1.2714962079565255	1.5464790194688134	5	0		
replication fork processing	1.3674107802296462e-4	10	3.8641010005835645	2.126940042305221	10	0		
reproduction	6.516702992198945e-8	66	7.185972072128301	1.9916384613788023	57	9		
reproductive process	4.566466774438328e-8	66	7.340419697926417	1.9916384613788023	57	9		
resolution of meiotic recombination intermediates	0.038246026144706194	5	1.4174136824209913	2.0923268339502585	5	0		
response to bacterium	0.03266866316287653	33	1.4858686369621128	1.2816728117259086	25	8		
response to biotic stimulus	2.50301718555119e-9	90	8.601536168544223	0.8406878467612715	59	31		
response to chemokine	0.003345946170210515	13	2.475481050273979	1.6136630780176482	10	3		
response to cytokine	0.02404409461689264	30	1.6189915716902152	0.822169124899069	20	10		
response to external biotic stimulus	3.5753516877587532e-9	89	8.446681232592738	0.8636510411370275	59	30		
response to interleukin-1	0.02464834679811741	10	1.6082122041973972	1.9208276937367832	8	2		
response to lipid	0.047275648461694	28	1.3253625053934681	-0.8954279007492746	6	22		
response to other organism	3.5753516877587532e-9	89	8.446681232592738	0.8636510411370275	59	30		
response to oxidative stress	0.09145652446048887	15	1.038785306741815	0.041685728015238586	6	9		
response to tumor necrosis factor	0.02366510739505236	11	1.6258915203118633	1.8596576705853483	9	2		
response to type II interferon	2.3108803037705602e-4	13	3.636222549007353	1.5922946633081032	10	3		
response to virus	2.8606594092618425e-6	27	5.543533846313338	0.1330113326468671	15	12		
response to xenobiotic stimulus	5.656662466518779e-4	21	3.2474397348713553	-1.7631213809515682	0	21		
secondary alcohol metabolic process	0.019014735523185115	15	1.7209097108319462	-0.8548022325841559	2	13		
sexual reproduction	1.0276470267307256e-10	65	9.9881560299581	2.0439777974400486	57	8		
signal transduction in response to DNA damage	3.619582976053005e-6	20	5.441341463066781	2.0743529124249873	20	0		
sister chromatid cohesion	0.09458787137321235	8	1.0241645478834198	2.2495361443491544	8	0		
sister chromatid segregation	1.0582636254821515e-25	47	24.975406131137802	2.258817179890697	46	1		
small molecule biosynthetic process	0.017461030677535728	46	1.757930124642173	-0.9679114848129738	10	36		
spindle assembly	9.161153411453714e-6	18	5.038049844160223	2.1635977400234156	18	0		
spindle assembly checkpoint signaling	2.9491097124425306e-6	10	5.530309070573978	2.278925789957634	10	0		
spindle checkpoint signaling	2.9491097124425306e-6	10	5.530309070573978	2.278925789957634	10	0		
spindle elongation	1.232294081204849e-4	7	3.9092856374608362	2.365842675201519	7	0		
spindle midzone assembly	0.01635367411240765	5	1.7863846608943723	2.3212153627251224	5	0		
spindle organization	1.9494880349689494e-10	33	9.710079425960943	2.4149256071847303	33	0		
spliceosomal snRNP assembly	0.005766167699441432	9	2.2391127310281203	1.2240425431585165	9	0		
steroid catabolic process	0.0017895086678945574	6	2.7472661936642204	-1.9295428698912618	0	6		
steroid metabolic process	6.147342880396234e-4	25	3.2113125625565373	-1.2593026993383245	2	23		
sterol homeostasis	0.0031352232810963284	10	2.5037315245956187	-1.3456781616358198	1	9		
sterol metabolic process	0.0030416292362556076	17	2.516893726003534	-1.0019416500205047	2	15		
sterol transport	0.020176704611800822	11	1.695149764054415	-1.4704706072682567	1	10		
telomere maintenance	6.25260207582277e-5	15	4.203939209536731	1.501025688082204	15	0		
telomere maintenance via telomerase	0.020176704611800822	6	1.695149764054415	1.5332084299712891	6	0		
telomere maintenance via telomere lengthening	0.020218325980992255	7	1.6942548055854874	1.5152751764850796	7	0		
telomere organization	8.439033429501738e-5	15	4.073707292743128	1.501025688082204	15	0		
translesion synthesis	0.0535184826718686	5	1.2714962079565255	2.803848937075222	5	0		
vitamin biosynthetic process	0.09573429354547128	5	1.0189324631667225	-0.8032213780096015	1	4		
water transport	0.038778120342599316	6	1.411413245917993	-1.8681509018616005	0	6		
xenobiotic metabolic process	3.3504890906851896e-5	16	4.474891791804454	-1.7164866073322624	0	16		
