Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
One carbon pool by folate	0.0012375903058260698	12	2.9074231011693334	-1.2851778363645638	1	11		
Oocyte meiosis	0.0016911453201775223	27	2.771819071858478	2.039063264455635	25	2		
Other glycan degradation	0.0428232257177453	6	1.3683206219866328	-1.333634912961329	0	6		
PPAR signaling pathway	2.973493589708993e-13	36	12.526732993420636	-1.4028580760838159	3	33		
Pantothenate and CoA biosynthesis	0.0428232257177453	6	1.3683206219866328	-1.931435724512493	0	6		
Pentose and glucuronate interconversions	4.801572825409147e-5	17	4.318616479809978	-1.5633261574880941	0	17		
Peroxisome	6.433167199125607e-5	24	4.1915751610644225	-1.0014818184493768	3	21		
Porphyrin metabolism	8.158628692069833e-4	18	3.0883828316278312	-0.838801425232173	4	14		
Primary bile acid biosynthesis	3.249300500252835e-6	13	5.488210122583379	-1.614388149574592	1	12		
Progesterone-mediated oocyte maturation	8.158628692069833e-4	23	3.0883828316278312	1.8796598633753943	20	3		
Propanoate metabolism	0.05275027680199588	7	1.277775257105834	-1.3956091230001293	0	7		
Proteasome	4.706019863057946e-9	23	8.327346244096194	1.3046512941354738	23	0		
Purine metabolism	0.004096775951141703	28	2.3875577865578403	-0.13223313614965918	13	15		
Pyrimidine metabolism	5.742452411013021e-4	17	3.2409025952134907	0.9243580328256815	11	6		
Pyruvate metabolism	0.003473132527291391	13	2.4592786446266883	-1.701294378173788	0	13		
RNA degradation	3.5047500103343094e-5	22	4.455342954303401	0.4904799351375124	15	7		
Retinol metabolism	2.003240306260777e-6	26	5.6982669501457135	-1.6441598968739934	0	26		
Sphingolipid metabolism	6.791721011439391e-5	20	4.168020162234202	-1.4739729599620823	0	20		
Starch and sucrose metabolism	0.018396743765022004	9	1.7352590405790163	-0.6475872771515726	3	6		
Steroid biosynthesis	1.1289084435755565e-6	12	5.947341278679351	-1.740276684100363	1	11		
Steroid hormone biosynthesis	1.9463447854874076e-4	20	3.7107802241030616	-1.8115967490439004	0	20		
Taurine and hypotaurine metabolism	0.018396743765022004	6	1.7352590405790163	-1.488849762691539	0	6		
Tryptophan metabolism	0.018396743765022004	11	1.7352590405790163	-1.5933510092098833	0	11		
Tyrosine metabolism	0.018396743765022004	9	1.7352590405790163	-1.4961568954576037	1	8		
Ubiquitin mediated proteolysis	0.02251087593261103	24	1.6476076056081796	1.1914901320371523	18	6		
Vitamin digestion and absorption	0.00868711092024912	10	2.0611246332188444	-1.5012827434655824	0	10		
alpha-Linolenic acid metabolism	0.0016824456817507722	8	2.7740589482015836	-0.8093891138786566	3	5		
beta-Alanine metabolism	0.013437374994577249	9	1.8716855628830416	-1.5677761662006109	0	9		
p53 signaling pathway	2.8021109732626363e-4	21	3.552514669149729	0.6823516591364774	12	9		
