contrast	Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Base excision repair	1.2827966559370642e-13	26	12.891842180884206	1.6101060847349893	25	1		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Fanconi anemia pathway	2.4756486641409945e-13	26	12.60631098891339	2.121209546197626	26	0		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	PPAR signaling pathway	2.973493589708993e-13	36	12.526732993420636	-1.4028580760838159	3	33		
A_plus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Fanconi anemia pathway	4.422559085720407e-10	20	9.354326356172695	2.0777261815297625	20	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Mismatch repair	1.4249235404011389e-9	12	8.84620843872407	1.7080100314367024	12	0		
A_plus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	PPAR signaling pathway	3.1498562171450256e-9	26	8.50170927018681	-1.2684026775127755	3	23		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Proteasome	4.706019863057946e-9	23	8.327346244096194	1.3046512941354738	23	0		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Drug metabolism - other enzymes	1.0678057949629477e-8	32	7.97150772656333	-0.8786483053838936	8	24		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	PPAR signaling pathway	2.1226498286301832e-8	29	7.673121645041244	-1.5272595118680616	2	27		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Base excision repair	3.1152047300556306e-8	20	7.506513406400732	1.781555699442022	20	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Homologous recombination	3.81658410678353e-8	14	7.418325162547549	1.75638337621926	14	0		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Nucleotide excision repair	8.81440162314515e-8	22	7.054807164996744	1.7583148167717455	21	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Fanconi anemia pathway	1.2108934722838978e-7	15	6.916894062004971	1.9175174093510792	15	0		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Drug metabolism - cytochrome P450	1.5404010894292744e-7	24	6.812366182899894	-1.7234316366861628	1	23		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Apoptosis	6.14822658329067e-7	44	6.211250135632353	0.5432644828742438	29	15		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	FoxO signaling pathway	6.14822658329067e-7	41	6.211250135632353	0.010029961772632354	16	25		
A_plus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Base excision repair	7.732704176960667e-7	16	6.11166860391364	1.791668740653238	16	0		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Steroid biosynthesis	1.1289084435755565e-6	12	5.947341278679351	-1.740276684100363	1	11		
A_plus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	FoxO signaling pathway	1.1799840549095623e-6	33	5.928123861263009	-0.24999329874717302	9	24		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Retinol metabolism	1.3420129991009043e-6	26	5.872243277452831	-1.5110459618253482	1	25		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Retinol metabolism	2.003240306260777e-6	26	5.6982669501457135	-1.6441598968739934	0	26		
A_plus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Nucleotide excision repair	2.3728638374607167e-6	17	5.624727182278273	1.7753273074914857	17	0		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Arachidonic acid metabolism	2.433158805389098e-6	20	5.6138295449724085	0.04404005933435531	8	12		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	p53 signaling pathway	2.8845231130615386e-6	25	5.539925976783887	0.871002411359247	16	9		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Primary bile acid biosynthesis	3.249300500252835e-6	13	5.488210122583379	-1.614388149574592	1	12		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Linoleic acid metabolism	3.932851868800352e-6	13	5.405292411020748	-0.18079235986751807	4	9		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Drug metabolism - cytochrome P450	3.9472043036923725e-6	22	5.403710394336699	-1.4462674030251084	1	21		
A_plus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Apoptosis	3.960966650838445e-6	34	5.402198814101087	0.47390018128108746	20	14		
A_plus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	p53 signaling pathway	3.960966650838445e-6	21	5.402198814101087	0.4953632772655215	11	10		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Metabolism of xenobiotics by cytochrome P450	3.9770045401067085e-6	22	5.400443913227707	-1.7670591875008228	1	21		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	PPAR signaling pathway	4.4210154404095275e-6	18	5.354477968316712	-1.483278253662729	1	17		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	FoxO signaling pathway	4.440785205187004e-6	38	5.352540232558818	-0.027733553831440178	15	23		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Nucleotide excision repair	4.440785205187004e-6	19	5.352540232558818	1.6624364793627782	18	1		
A_plus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	Steroid hormone biosynthesis	4.440785205187004e-6	23	5.352540232558818	-1.4986766670645528	1	22		
A_minus_T_plus_P_plus_vs_A_minus_T_minus_P_minus	Linoleic acid metabolism	4.72632662971734e-6	13	5.32547626819199	-1.098350240096973	3	10		
