gene_id	gene_name	TaxaID	correlation	abs_correlation	p_value	fdr	comparison_name	base_treatment	comparison_treatment
zgc:154142	zgc:154142	Longivirga	-0.5678580532278221	0.5678580532278221	0.0012129323688456761	0.22871992501949376	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC110439329	LOC110439329	Rubrivivax	-0.5666651178982928	0.5666651178982928	0.0012561957168570892	0.22871992501949376	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
snapc5	snapc5	Rubrivivax	-0.5647228210074674	0.5647228210074674	0.0013293993018235195	0.22871992501949376	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
dpep2	dpep2	Roseomonas	0.5643137494763543	0.5643137494763543	0.0013452634009130104	0.22871992501949376	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ifi27.6	ifi27.6	Polymorphobacter	-0.5629889179541019	0.5629889179541019	0.0013977328751191287	0.22871992501949376	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
zgc:172339	zgc:172339	Acinetobacter	-0.5613579149531098	0.5613579149531098	0.0014646680349919006	0.2292523880856888	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
anp32b	anp32b	Uliginosibacterium	0.5595685315752088	0.5595685315752088	0.0015411629054613574	0.2311744358192036	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
itga2b	itga2b	Uliginosibacterium	0.5571196539753174	0.5571196539753174	0.0016512313086598507	0.2377773084470185	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
tnnt2a	tnnt2a	Longivirga	-0.5518620517284468	0.5518620517284468	0.001909798750870495	0.26443367319745315	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
cstf2	cstf2	Rubrivivax	-0.5486988716581583	0.5486988716581583	0.0020809726170136766	0.27695485649975815	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ddah1	ddah1	Rhodovastum	-0.5470041955290181	0.5470041955290181	0.0021777950995924833	0.27695485649975815	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
fip1l1b	fip1l1b	Mycobacterium	-0.5448229810474092	0.5448229810474092	0.0023078844036514834	0.27695485649975815	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
wu:fd46g04	wu:fd46g04	Acinetobacter	-0.5448217903265841	0.5448217903265841	0.0023079571374979846	0.27695485649975815	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
anp32e	anp32e	Mycobacterium	-0.5413333222416612	0.5413333222416612	0.0025293560069072907	0.28001556286332796	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
hat1	hat1	Rubrivivax	-0.5404441098721506	0.5404441098721506	0.002588513157250949	0.28001556286332796	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rfc4	rfc4	Pseudoxanthomonas	-0.5400419510783261	0.5400419510783261	0.00261564065076203	0.28001556286332796	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
uchl1	uchl1	Flavihumibacter	-0.5396165446312805	0.5396165446312805	0.002644591427042542	0.28001556286332796	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC103910192	LOC103910192	Acinetobacter	-0.5369888891877035	0.5369888891877035	0.002829338626419986	0.29101768728891286	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
tnnt2a	tnnt2a	Polymorphobacter	-0.5345551342190462	0.5345551342190462	0.003009821238673549	0.29392998808088544	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC137490308	LOC137490308	Uliginosibacterium	0.5332595119214748	0.5332595119214748	0.003109702813980819	0.29392998808088544	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rbbp4	rbbp4	Uliginosibacterium	0.5326308779764023	0.5326308779764023	0.003159138687963692	0.29392998808088544	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
pcna	pcna	Uliginosibacterium	0.5314064391764565	0.5314064391764565	0.0032572849357670464	0.29392998808088544	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
lig1	lig1	Mycobacterium	-0.5313005531751357	0.5313005531751357	0.0032658887564542827	0.29392998808088544	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rfc4	rfc4	Uliginosibacterium	0.528957561576565	0.528957561576565	0.0034611020973218665	0.3039016475697249	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
aqp10b	aqp10b	Uliginosibacterium	-0.5265086839766735	0.5265086839766735	0.003675271482874942	0.3076971474034836	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
xrcc4	xrcc4	Roseicella	-0.5265086839766735	0.5265086839766735	0.003675271482874942	0.3076971474034836	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ugt5a4	ugt5a4	Uliginosibacterium	-0.5252842451767277	0.5252842451767277	0.003786360018585233	0.3097930924297009	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
fip1l1b	fip1l1b	Rubrivivax	-0.5224778636320162	0.5224778636320162	0.0040513724302735366	0.3171203622750599	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
dnajc4	dnajc4	Agromyces	-0.5224704351828457	0.5224704351828457	0.004052093517959099	0.3171203622750599	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
crp7	crp7	Acinetobacter	-0.5195824422124132	0.5195824422124132	0.00434049802691594	0.3225151722290356	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
eomesa	eomesa	Uliginosibacterium	0.519162051176999	0.519162051176999	0.0043838425835061035	0.3225151722290356	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
chia.4	chia.4	Rhodovarius	-0.5188638353497642	0.5188638353497642	0.004414803888286967	0.3225151722290356	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
si:ch1073-440b2.1	si:ch1073-440b2.1	Roseomonas	-0.5182473209476722	0.5182473209476722	0.004479377392069939	0.3225151722290356	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
wu:fd46g04	wu:fd46g04	Chitinibacter	0.5163235554185297	0.5163235554185297	0.004685842212518665	0.32722689858271836	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ssuh2.3	ssuh2.3	Uliginosibacterium	0.5154887347771617	0.5154887347771617	0.004777817782811722	0.32722689858271836	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
psmd4b	psmd4b	Tundrisphaera	-0.5148089745709354	0.5148089745709354	0.004853790966435456	0.32722689858271836	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
hat1	hat1	Rhodovarius	-0.5143256676936439	0.5143256676936439	0.004908403478740775	0.32722689858271836	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
nipsnap2	nipsnap2	Uliginosibacterium	0.5118154183773245	0.5118154183773245	0.005200158483702921	0.3281468954541718	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
h3f3a	h3f3a	Rubrivivax	-0.5117952307324769	0.5117952307324769	0.005202560655779953	0.3281468954541718	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
psmd4b	psmd4b	Rubrivivax	-0.5117952307324769	0.5117952307324769	0.005202560655779953	0.3281468954541718	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
celf1	celf1	Tundrisphaera	-0.5110919422635641	0.5110919422635641	0.005286811093428323	0.3281468954541718	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
mat2ab	mat2ab	Mycobacterium	0.5094901856392106	0.5094901856392106	0.0054828341014718784	0.32989245943821466	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
si:dkey-195m11.11	si:dkey-195m11.11	Uliginosibacterium	0.5093665407774329	0.5093665407774329	0.005498207657303578	0.32989245943821466	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
arpp19b	arpp19b	Roseicella	-0.5081421019774872	0.5081421019774872	0.00565234659183278	0.3319983329418059	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rfc2	rfc2	Legionella	-0.5070691432751591	0.5070691432751591	0.00579027965715273	0.3319983329418059	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ncaph2	ncaph2	Uliginosibacterium	0.5069176631775415	0.5069176631775415	0.005809970826481603	0.3319983329418059	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
adgrl2b.1	adgrl2b.1	Uliginosibacterium	0.50446878557765	0.50446878557765	0.006135905419857535	0.33983476171518656	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
seta	seta	Uliginosibacterium	0.50446878557765	0.50446878557765	0.006135905419857535	0.33983476171518656	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
celf1	celf1	Mycobacterium	-0.5007660386248405	0.5007660386248405	0.006656674464533774	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
csrp2	csrp2	Acinetobacter	-0.500435350539594	0.500435350539594	0.006704866902739415	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
tk1	tk1	Mycobacterium	-0.49989362392340353	0.49989362392340353	0.006784422946142232	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
uchl1	uchl1	Roseicella	-0.49957103037786693	0.49957103037786693	0.0068321585034922805	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
nudcd2	nudcd2	Rubrivivax	-0.49917030094211223	0.49917030094211223	0.0068918330671541295	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
myh11b	myh11b	Acinetobacter	-0.49869470584206504	0.49869470584206504	0.006963200929364977	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ifi27.6	ifi27.6	Legionella	-0.4985390081546424	0.4985390081546424	0.006986693962409696	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
smarcb1a	smarcb1a	Rubrivivax	-0.4981991524966995	0.4981991524966995	0.007038196337308289	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
polr2j	polr2j	Rubrivivax	-0.4972280040512868	0.4972280040512868	0.007187054436491591	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
psmd4b	psmd4b	Legionella	-0.49664342257230537	0.49664342257230537	0.0072778750280129145	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
slc29a2	slc29a2	Roseomonas	-0.4965429459678125	0.4965429459678125	0.007293577720800526	0.3454852604589723	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
lig1	lig1	Legionella	-0.49569562978113685	0.49569562978113685	0.007427085873549677	0.3462986933346358	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
kpnb1	kpnb1	Uliginosibacterium	0.4946732751780839	0.4946732751780839	0.007590784516827487	0.3462986933346358	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
h3f3a	h3f3a	Uliginosibacterium	0.49344883637813813	0.49344883637813813	0.007790645913967831	0.3462986933346358	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rfc2	rfc2	Uliginosibacterium	0.49344883637813813	0.49344883637813813	0.007790645913967831	0.3462986933346358	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC110439329	LOC110439329	Roseomonas	-0.49344232097068963	0.49344232097068963	0.007791720600029306	0.3462986933346358	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
slc29a2	slc29a2	Mycobacterium	-0.492478098961189	0.492478098961189	0.007952082917881853	0.3491158354192033	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
asah2	asah2	Uliginosibacterium	-0.49099995877824665	0.49099995877824665	0.00820305215468431	0.35579503321522304	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
adgrl2b.1	adgrl2b.1	Mycobacterium	-0.48986085485687797	0.48986085485687797	0.008400760300069088	0.3600325842886752	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
lsm3	lsm3	Rubrivivax	-0.4889732422652791	0.4889732422652791	0.008557451506961744	0.3624332402948503	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
si:ch211-288g17.3	si:ch211-288g17.3	Rhodovarius	-0.48709666175692157	0.48709666175692157	0.008896437326024298	0.3694384050330727	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
zmp:0000000629	zmp:0000000629	Chitinibacter	0.4869243494160512	0.4869243494160512	0.008928094788299257	0.3694384050330727	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
u2af1	u2af1	Rubrivivax	-0.48460307426092214	0.48460307426092214	0.009363417525164897	0.3788276582132003	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
wu:fd46g04	wu:fd46g04	Agromyces	-0.48443618894348156	0.48443618894348156	0.00939535635572053	0.3788276582132003	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC101886839	LOC101886839	Polymorphobacter	-0.4837951980410658	0.4837951980410658	0.009518840548409457	0.3788276582132003	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ran	ran	Rubrivivax	-0.4826607773700968	0.4826607773700968	0.009740556375263942	0.3788276582132003	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
aaas	aaas	Uliginosibacterium	0.4824288871786264	0.4824288871786264	0.009786381170507674	0.3788276582132003	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
hnrnpr	hnrnpr	Uliginosibacterium	0.4824288871786264	0.4824288871786264	0.009786381170507674	0.3788276582132003	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rmi2	rmi2	Mycobacterium	-0.4815729151932264	0.4815729151932264	0.009957024940473236	0.3813328700606771	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
zgc:174917	zgc:174917	Acinetobacter	-0.4804179365180103	0.4804179365180103	0.010191029775946436	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
slc29a2	slc29a2	Legionella	-0.47958315233127197	0.47958315233127197	0.010362873743564371	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
u2af1	u2af1	Rhodovarius	-0.4795330489967209	0.4795330489967209	0.010373260683960606	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
glis2b	glis2b	Agromyces	-0.4774298804257039	0.4774298804257039	0.01081680439093402	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
uchl1	uchl1	Luteolibacter	-0.4770253017061601	0.4770253017061601	0.010903831442881984	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC100002544	LOC100002544	Acinetobacter	-0.4769366471229522	0.4769366471229522	0.0109229756742244	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
cyp2n13	cyp2n13	Legionella	0.4767397739577664	0.4767397739577664	0.010965584392692795	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
prr7	prr7	Agromyces	-0.4764289792088785	0.4764289792088785	0.011033117685799843	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
slc29a2	slc29a2	Uliginosibacterium	0.4763066931788977	0.4763066931788977	0.011059779939108116	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
snrpa1	snrpa1	Uliginosibacterium	0.4763066931788977	0.4763066931788977	0.011059779939108116	0.3828385363537425	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ifi27.6	ifi27.6	Rubrivivax	-0.4744060155840891	0.4744060155840891	0.011480811073966812	0.3936278082502907	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rfc4	rfc4	Mycobacterium	-0.47197635347741934	0.47197635347741934	0.012037438553374802	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
polr2j	polr2j	Roseomonas	-0.47173794599082985	0.47173794599082985	0.01209318880847654	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
anp32e	anp32e	Uliginosibacterium	0.47140893797911465	0.47140893797911465	0.012170461251034048	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ifi27.6	ifi27.6	Longivirga	-0.4708822941378596	0.4708822941378596	0.012294965043214479	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
slc29a2	slc29a2	Pseudoxanthomonas	-0.47045671368448017	0.47045671368448017	0.012396311477068434	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
fip1l1b	fip1l1b	Legionella	-0.4691574316284182	0.4691574316284182	0.012709815739543995	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
celf1	celf1	Roseicella	-0.4689600603792231	0.4689600603792231	0.012757983228246728	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
wu:fd46g04	wu:fd46g04	Chryseotalea	-0.4681943745655467	0.4681943745655467	0.012946213131763695	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
hydin	hydin	Luteolibacter	-0.46782050019764176	0.46782050019764176	0.01303891743135277	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ppm1nb	ppm1nb	Roseomonas	0.46775142813738624	0.46775142813738624	0.013056101510677154	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
anp32e	anp32e	Roseicella	-0.4677356215792774	0.4677356215792774	0.013060036457344992	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
nutf2l	nutf2l	Uliginosibacterium	0.4677356215792774	0.4677356215792774	0.013060036457344992	0.4018472756106152	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
slc28a1	slc28a1	Agromyces	-0.46641996704062477	0.46641996704062477	0.013390860553132766	0.4051777238811327	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rbbp4	rbbp4	Pseudoxanthomonas	-0.4659185460283598	0.4659185460283598	0.013518671141040883	0.4051777238811327	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rfc2	rfc2	Pseudoxanthomonas	-0.4659185460283598	0.4659185460283598	0.013518671141040883	0.4051777238811327	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
cdk2ap1	cdk2ap1	Uliginosibacterium	0.46528674397938585	0.46528674397938585	0.0136810841590711	0.4051777238811327	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
fip1l1b	fip1l1b	Tundrisphaera	-0.4650936674598433	0.4650936674598433	0.01373102286486061	0.4051777238811327	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
dpep2	dpep2	Rubrivivax	0.4637233826845497	0.4637233826845497	0.014089588026848121	0.40932098691674734	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rfc2	rfc2	Mycobacterium	-0.46368841381376785	0.46368841381376785	0.014098833993799076	0.40932098691674734	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
cks1b	cks1b	Uliginosibacterium	0.46283786637949437	0.46283786637949437	0.01432519989015879	0.4125657568365732	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ace	ace	Uliginosibacterium	-0.4616134275795486	0.4616134275795486	0.01465608940960661	0.418745411703046	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
gins4	gins4	Uliginosibacterium	0.4603889887796029	0.4603889887796029	0.014992963957961125	0.4216771113176566	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ranbp1	ranbp1	Uliginosibacterium	0.4603889887796029	0.4603889887796029	0.014992963957961125	0.4216771113176566	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ckmb	ckmb	Tundrisphaera	0.45966249907890133	0.45966249907890133	0.015195698879051367	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
anp32a	anp32a	Tundrisphaera	-0.45858886092194345	0.45858886092194345	0.015499246933429411	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ano5a	ano5a	Uliginosibacterium	-0.45794011117971134	0.45794011117971134	0.01568496180588097	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rpa2	rpa2	Rubrivivax	-0.45692534356666104	0.45692534356666104	0.015978953038522814	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
celf1	celf1	Legionella	-0.45683612534322743	0.45683612534322743	0.016005005965831876	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
smarcb1a	smarcb1a	Roseicella	-0.45671567237976557	0.45671567237976557	0.016040232699323864	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
xrcc4	xrcc4	Uliginosibacterium	0.45549123357981985	0.45549123357981985	0.016401783795484404	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
pfdn4	pfdn4	Rubrivivax	-0.455468620898542	0.455468620898542	0.01640852037881868	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
lin54	lin54	Uliginosibacterium	0.4542667947798741	0.4542667947798741	0.01676968962142067	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
psmd4b	psmd4b	Roseicella	-0.4542667947798741	0.4542667947798741	0.01676968962142067	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
tut1	tut1	Uliginosibacterium	0.4542667947798741	0.4542667947798741	0.01676968962142067	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ugt5a4	ugt5a4	Rhodovarius	0.4538167656120387	0.4538167656120387	0.016906521255615203	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
ifi27.6	ifi27.6	Mycobacterium	-0.4536556447472423	0.4536556447472423	0.016955722002581997	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
tyms	tyms	Uliginosibacterium	0.4530423559799283	0.4530423559799283	0.017144024983413608	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC110439329	LOC110439329	Mycobacterium	-0.45234702269508675	0.45234702269508675	0.017359493154795125	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
arpp19b	arpp19b	Legionella	-0.45209716138738487	0.45209716138738487	0.01743743452536184	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
htatsf1	htatsf1	Rubrivivax	-0.4520696013395977	0.4520696013395977	0.01744604828870777	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
hnrnpr	hnrnpr	Mycobacterium	-0.4519108153443682	0.4519108153443682	0.017495740909114543	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
soul5l	soul5l	Agromyces	-0.4517994888703566	0.4517994888703566	0.017530646830141716	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC137491207	LOC137491207	Uliginosibacterium	0.4515098225938902	0.4515098225938902	0.01762172547891594	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
zgc:154142	zgc:154142	Agromyces	-0.45140644878824415	0.45140644878824415	0.017654318269919367	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
LOC137487483	LOC137487483	Acinetobacter	-0.45082697666001686	0.45082697666001686	0.01783789334263175	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
rpa2	rpa2	Rhodovarius	-0.4507913205079585	0.4507913205079585	0.017849237602829415	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
pagr1	pagr1	Chitinibacter	-0.45078782537133794	0.45078782537133794	0.017850349908725027	0.4227714452066454	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
gins4	gins4	Rhodovarius	-0.44927859795591835	0.44927859795591835	0.01833573430825175	0.42342508883986263	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
pcna	pcna	Pseudoxanthomonas	-0.44927859795591835	0.44927859795591835	0.01833573430825175	0.42342508883986263	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
psmd4b	psmd4b	Roseomonas	-0.4487047317264889	0.4487047317264889	0.018522974244957968	0.42342508883986263	A- T- P+ vs A+ T- P+	A- T- P+	A+ T- P+
